timestamp,zone_id,grid_risk_level,grid_risk_probability,curtailment_probability,predicted_demand_mw,predicted_solar_mw,predicted_wind_mw,predicted_renewable_mw,predicted_net_load_mw,action_rank,resource_id,resource_type,action,action_mw,estimated_curtailment_before_mw,estimated_curtailment_after_mw,estimated_grid_stress_before,estimated_grid_stress_after,estimated_benefit
2026-01-02 01:45:00,ZONE_A,0,0.9963644,0.768752,2291.88,1.1975156,600.913,602.11053,1689.7694700000002,1,BATTERY_ALL,battery,CHARGE,300.0,462.87367415856005,162.87367415856005,0.5639552344426603,0.6962048559367426,0
2026-01-02 01:45:00,ZONE_A,0,0.9963644,0.768752,2291.88,1.1975156,600.913,602.11053,1689.7694700000002,2,RENEWABLE_ALL,renewable,CURTAIL,162.87367415856005,462.87367415856005,162.87367415856005,0.5639552344426603,0.6962048559367426,0
2026-01-02 02:00:00,ZONE_A,0,0.9963167,0.7624587,2294.442,0.0,600.0642,600.0642,1694.3778,1,BATTERY_ALL,battery,CHARGE,300.0,457.52416984854005,157.52416984854005,0.5672206022449303,0.6979417939306617,0
2026-01-02 02:00:00,ZONE_A,0,0.9963167,0.7624587,2294.442,0.0,600.0642,600.0642,1694.3778,2,RENEWABLE_ALL,renewable,CURTAIL,157.52416984854005,457.52416984854005,157.52416984854005,0.5672206022449303,0.6979417939306617,0
2026-01-02 02:15:00,ZONE_A,0,0.9965791,0.7241643,2293.5742,0.0,599.01965,599.01965,1694.55455,1,BATTERY_ALL,battery,CHARGE,300.0,433.78864552849495,133.78864552849495,0.5717507679752245,0.6956903812704441,0
2026-01-02 02:15:00,ZONE_A,0,0.9965791,0.7241643,2293.5742,0.0,599.01965,599.01965,1694.55455,2,RENEWABLE_ALL,renewable,CURTAIL,133.78864552849495,433.78864552849495,133.78864552849495,0.5717507679752245,0.6956903812704441,0
2026-01-02 02:30:00,ZONE_A,0,0.99656624,0.7244086,2312.199,0.0,597.7303,597.7303,1714.4687,1,BATTERY_ALL,battery,CHARGE,300.0,433.00096980058004,133.00096980058004,0.5873336065752062,0.7110481696612584,0
2026-01-02 02:30:00,ZONE_A,0,0.99656624,0.7244086,2312.199,0.0,597.7303,597.7303,1714.4687,2,RENEWABLE_ALL,renewable,CURTAIL,133.00096980058004,433.00096980058004,133.00096980058004,0.5873336065752062,0.7110481696612584,0
2026-01-02 02:45:00,ZONE_A,0,0.99658823,0.73904026,2285.489,0.0,599.0711,599.0711,1686.4179,1,BATTERY_ALL,battery,CHARGE,300.0,442.737661502486,142.737661502486,0.5685786273420178,0.6950751023471136,0
2026-01-02 02:45:00,ZONE_A,0,0.99658823,0.73904026,2285.489,0.0,599.0711,599.0711,1686.4179,2,RENEWABLE_ALL,renewable,CURTAIL,142.737661502486,442.737661502486,142.737661502486,0.5685786273420178,0.6950751023471136,0
2026-01-02 03:00:00,ZONE_A,0,0.99637383,0.7624587,2284.784,0.0,600.7868,600.7868,1683.9972000000002,1,BATTERY_ALL,battery,CHARGE,300.0,458.07512250516,158.07512250515998,0.5645022124492257,0.6953808191816855,0
2026-01-02 03:00:00,ZONE_A,0,0.99637383,0.7624587,2284.784,0.0,600.7868,600.7868,1683.9972000000002,2,RENEWABLE_ALL,renewable,CURTAIL,158.07512250515998,458.07512250516,158.07512250515998,0.5645022124492257,0.6953808191816855,0
2026-01-02 03:15:00,ZONE_A,0,0.9963037,0.5163702,2284.0686,0.036690496,602.71655,602.75323,1681.31537,1,BATTERY_ALL,battery,CHARGE,300.0,311.243805925746,11.243805925746017,0.5732747871257549,0.6622015890264771,0
2026-01-02 03:15:00,ZONE_A,0,0.9963037,0.5163702,2284.0686,0.036690496,602.71655,602.75323,1681.31537,2,RENEWABLE_ALL,renewable,CURTAIL,11.243805925746017,311.243805925746,11.243805925746017,0.5732747871257549,0.6622015890264771,0
2026-01-02 03:30:00,ZONE_A,0,0.99637383,0.6634191,2284.4128,0.0,599.8566,599.8566,1684.5562,1,BATTERY_ALL,battery,CHARGE,300.0,397.95632570106,97.95632570106,0.5671253429701298,0.6808271505888195,0
2026-01-02 03:30:00,ZONE_A,0,0.99637383,0.6634191,2284.4128,0.0,599.8566,599.8566,1684.5562,2,RENEWABLE_ALL,renewable,CURTAIL,97.95632570106,397.95632570106,97.95632570106,0.5671253429701298,0.6808271505888195,0
2026-01-02 03:45:00,ZONE_A,0,0.99632627,0.768752,2286.522,0.9049119,600.7868,601.6917,1684.8303,1,BATTERY_ALL,battery,CHARGE,300.0,462.5516977584,162.5516977584,0.5630649094071762,0.6952225376444785,0
2026-01-02 03:45:00,ZONE_A,0,0.99632627,0.768752,2286.522,0.9049119,600.7868,601.6917,1684.8303,2,RENEWABLE_ALL,renewable,CURTAIL,162.5516977584,462.5516977584,162.5516977584,0.5630649094071762,0.6952225376444785,0
2026-01-02 04:00:00,ZONE_A,0,0.9963644,0.6280684,2292.3733,0.22990882,600.3564,600.5863,1691.7870000000005,1,BATTERY_ALL,battery,CHARGE,300.0,377.20927650292003,77.20927650292003,0.5707692724651641,0.6785433517134717,0
2026-01-02 04:00:00,ZONE_A,0,0.9963644,0.6280684,2292.3733,0.22990882,600.3564,600.5863,1691.7870000000005,2,RENEWABLE_ALL,renewable,CURTAIL,77.20927650292003,377.20927650292003,77.20927650292003,0.5707692724651641,0.6785433517134717,0
2026-01-02 04:15:00,ZONE_A,0,0.9965676,0.5866732,2269.0676,0.0,597.44965,597.44965,1671.6179499999998,1,BATTERY_ALL,battery,CHARGE,300.0,350.50769800438,50.50769800438002,0.5529487305754921,0.653093787382855,0
2026-01-02 04:15:00,ZONE_A,0,0.9965676,0.5866732,2269.0676,0.0,597.44965,597.44965,1671.6179499999998,2,RENEWABLE_ALL,renewable,CURTAIL,50.50769800438002,350.50769800438,50.50769800438002,0.5529487305754921,0.653093787382855,0
2026-01-02 04:30:00,ZONE_A,0,0.9963167,0.7624587,2294.9998,0.0,601.3259,601.3259,1693.6739,1,BATTERY_ALL,battery,CHARGE,300.0,458.48616399033006,158.48616399033006,0.5717751735366485,0.7027712206936475,0
2026-01-02 04:30:00,ZONE_A,0,0.9963167,0.7624587,2294.9998,0.0,601.3259,601.3259,1693.6739,2,RENEWABLE_ALL,renewable,CURTAIL,158.48616399033006,458.48616399033006,158.48616399033006,0.5717751735366485,0.7027712206936475,0
2026-01-02 04:45:00,ZONE_A,0,0.9963535,0.7179324,2285.0742,1.1975156,602.2477,603.4452,1681.629,1,BATTERY_ALL,battery,CHARGE,300.0,433.23286070448,133.23286070448,0.5636863149319566,0.6874671325593872,0
2026-01-02 04:45:00,ZONE_A,0,0.9963535,0.7179324,2285.0742,1.1975156,602.2477,603.4452,1681.629,2,RENEWABLE_ALL,renewable,CURTAIL,133.23286070448,433.23286070448,133.23286070448,0.5636863149319566,0.6874671325593872,0
2026-01-02 05:00:00,ZONE_A,0,0.99493563,0.7624587,2581.3167,0.0,601.1111,601.1111,1980.2056,1,BATTERY_ALL,battery,CHARGE,300.0,458.32238786157,158.32238786157,0.6262742065207659,0.7572234605005791,0
2026-01-02 05:00:00,ZONE_A,0,0.99493563,0.7624587,2581.3167,0.0,601.1111,601.1111,1980.2056,2,RENEWABLE_ALL,renewable,CURTAIL,158.32238786157,458.32238786157,158.32238786157,0.6262742065207659,0.7572234605005791,0
2026-01-02 05:15:00,ZONE_A,0,0.995265,0.80989414,2564.1477,1.5539885,600.7143,602.2683,1961.8794,1,BATTERY_ALL,battery,CHARGE,300.0,487.773566877762,187.773566877762,0.6304072331235485,0.769771109686078,0
2026-01-02 05:15:00,ZONE_A,0,0.995265,0.80989414,2564.1477,1.5539885,600.7143,602.2683,1961.8794,2,RENEWABLE_ALL,renewable,CURTAIL,187.773566877762,487.773566877762,187.773566877762,0.6304072331235485,0.769771109686078,0
2026-01-02 05:30:00,ZONE_A,0,0.9432756,0.5270353,2601.4976,5.5802197,598.0074,603.5876,1997.9100000000003,1,BATTERY_ALL,battery,CHARGE,300.0,318.11197184227996,18.111971842279956,0.6459239772220995,0.7368131122464259,0
2026-01-02 05:30:00,ZONE_A,0,0.9432756,0.5270353,2601.4976,5.5802197,598.0074,603.5876,1997.9100000000003,2,RENEWABLE_ALL,renewable,CURTAIL,18.111971842279956,318.11197184227996,18.111971842279956,0.6459239772220995,0.7368131122464259,0
2026-01-02 05:45:00,ZONE_A,0,0.6045314,0.59099776,2613.6326,4.1409607,593.9057,598.04663,2015.58597,1,BATTERY_ALL,battery,CHARGE,300.0,353.44421870554885,53.44421870554885,0.6520507314440713,0.7530347941628193,0
2026-01-02 05:45:00,ZONE_A,0,0.6045314,0.59099776,2613.6326,4.1409607,593.9057,598.04663,2015.58597,2,RENEWABLE_ALL,renewable,CURTAIL,53.44421870554885,353.44421870554885,53.44421870554885,0.6520507314440713,0.7530347941628193,0
2026-01-02 06:00:00,ZONE_A,1,0.99509275,0.7723154,2702.3062,46.297787,596.05725,642.35504,2059.95116,1,BATTERY_ALL,battery,CHARGE,300.0,496.100689659616,196.10068965961602,0.6667567320247296,0.8084997865924615,0
2026-01-02 06:00:00,ZONE_A,1,0.99509275,0.7723154,2702.3062,46.297787,596.05725,642.35504,2059.95116,2,RENEWABLE_ALL,renewable,CURTAIL,196.10068965961602,496.100689659616,196.10068965961602,0.6667567320247296,0.8084997865924615,0
2026-01-02 06:15:00,ZONE_A,1,0.9921071,0.58760136,2745.7122,78.49573,599.8702,678.3659,2067.3463,1,BATTERY_ALL,battery,CHARGE,300.0,398.608725417624,98.60872541762399,0.6761182514952273,0.7900064590655508,0
2026-01-02 06:15:00,ZONE_A,1,0.9921071,0.58760136,2745.7122,78.49573,599.8702,678.3659,2067.3463,2,RENEWABLE_ALL,renewable,CURTAIL,98.60872541762399,398.608725417624,98.60872541762399,0.6761182514952273,0.7900064590655508,0
2026-01-02 06:30:00,ZONE_A,1,0.992644,0.76195496,2741.6145,121.67971,593.24774,714.9274,2026.6871,1,BATTERY_ALL,battery,CHARGE,300.0,544.742478469904,244.74247846990397,0.6776754713074029,0.83331617988123,0
2026-01-02 06:30:00,ZONE_A,1,0.992644,0.76195496,2741.6145,121.67971,593.24774,714.9274,2026.6871,2,RENEWABLE_ALL,renewable,CURTAIL,244.74247846990397,544.742478469904,244.74247846990397,0.6776754713074029,0.83331617988123,0
2026-01-02 07:00:00,ZONE_A,2,0.64324635,0.79274184,2791.9727,207.58809,595.6322,803.2203,1988.7524,1,BATTERY_ALL,battery,CHARGE,300.0,636.746338547352,336.746338547352,0.7080783752491641,0.8900059010943375,0
2026-01-02 07:00:00,ZONE_A,2,0.64324635,0.79274184,2791.9727,207.58809,595.6322,803.2203,1988.7524,2,RENEWABLE_ALL,renewable,CURTAIL,336.746338547352,636.746338547352,336.746338547352,0.7080783752491641,0.8900059010943375,0
2026-01-02 07:15:00,ZONE_A,2,0.9396662,0.6910624,2840.7178,305.91907,595.79346,901.7125,1939.0053,1,BATTERY_ALL,battery,CHARGE,300.0,623.1396043599999,323.1396043599999,0.7237338941929209,0.9017737817026272,0
2026-01-02 07:15:00,ZONE_A,2,0.9396662,0.6910624,2840.7178,305.91907,595.79346,901.7125,1939.0053,2,RENEWABLE_ALL,renewable,CURTAIL,323.1396043599999,623.1396043599999,323.1396043599999,0.7237338941929209,0.9017737817026272,0
2026-01-02 07:30:00,ZONE_A,2,0.9856749,0.6988943,2860.241,414.98746,601.27454,1016.26196,1843.97904,1,BATTERY_ALL,battery,CHARGE,300.0,710.259691150828,410.25969115082796,0.7347780096210913,0.9377093505794863,0
2026-01-02 07:30:00,ZONE_A,2,0.9856749,0.6988943,2860.241,414.98746,601.27454,1016.26196,1843.97904,2,RENEWABLE_ALL,renewable,CURTAIL,410.25969115082796,710.259691150828,410.25969115082796,0.7347780096210913,0.9377093505794863,0
2026-01-02 07:45:00,ZONE_A,3,0.73986465,0.7672617,2926.2756,470.52646,601.6242,1072.1506,1854.125,1,BATTERY_ALL,battery,CHARGE,300.0,822.62009201202,522.62009201202,0.7509675763299244,0.9860018891060232,0
2026-01-02 07:45:00,ZONE_A,3,0.73986465,0.7672617,2926.2756,470.52646,601.6242,1072.1506,1854.125,2,RENEWABLE_ALL,renewable,CURTAIL,522.62009201202,822.62009201202,522.62009201202,0.7509675763299244,0.9860018891060232,0
2026-01-02 08:00:00,ZONE_A,3,0.89320004,0.86418426,2934.5654,548.77295,599.19305,1147.9661,1786.5993,1,BATTERY_ALL,battery,CHARGE,300.0,992.0542346335861,692.0542346335861,0.7613112160641701,1.044755284073297,0
2026-01-02 08:00:00,ZONE_A,3,0.89320004,0.86418426,2934.5654,548.77295,599.19305,1147.9661,1786.5993,2,RENEWABLE_ALL,renewable,CURTAIL,692.0542346335861,992.0542346335861,692.0542346335861,0.7613112160641701,1.044755284073297,0
2026-01-02 08:15:00,ZONE_A,3,0.98257315,0.5374554,2978.2717,623.3551,602.72504,1226.0801,1752.1916,1,BATTERY_ALL,battery,CHARGE,300.0,658.96337057754,358.96337057754,0.7682690396972707,0.9565442891152104,0
2026-01-02 08:15:00,ZONE_A,3,0.98257315,0.5374554,2978.2717,623.3551,602.72504,1226.0801,1752.1916,2,RENEWABLE_ALL,renewable,CURTAIL,358.96337057754,658.96337057754,358.96337057754,0.7682690396972707,0.9565442891152104,0
2026-01-02 08:30:00,ZONE_A,3,0.97377557,0.5374554,3019.8518,681.52277,604.51025,1286.033,1733.8188,1,BATTERY_ALL,battery,CHARGE,300.0,691.1853804282,391.1853804282,0.7882351962643409,0.9857167342741304,0
2026-01-02 08:30:00,ZONE_A,3,0.97377557,0.5374554,3019.8518,681.52277,604.51025,1286.033,1733.8188,2,RENEWABLE_ALL,renewable,CURTAIL,391.1853804282,691.1853804282,391.1853804282,0.7882351962643409,0.9857167342741304,0
2026-01-02 08:45:00,ZONE_A,3,0.9780716,0.70094436,3089.386,688.4179,591.18604,1279.604,1809.782,1,BATTERY_ALL,battery,CHARGE,300.0,896.9312068334401,596.9312068334401,0.823995653908583,1.0802617140328985,0
2026-01-02 08:45:00,ZONE_A,3,0.9780716,0.70094436,3089.386,688.4179,591.18604,1279.604,1809.782,2,RENEWABLE_ALL,renewable,CURTAIL,596.9312068334401,896.9312068334401,596.9312068334401,0.823995653908583,1.0802617140328985,0
2026-01-02 09:00:00,ZONE_A,2,0.9672599,0.7491596,2691.1636,772.7402,594.73175,1367.4719,1323.6917,1,BATTERY_ALL,battery,CHARGE,300.0,1024.45470161524,724.4547016152401,0.7193751756313852,1.012076520176314,0
2026-01-02 09:00:00,ZONE_A,2,0.9672599,0.7491596,2691.1636,772.7402,594.73175,1367.4719,1323.6917,2,RENEWABLE_ALL,renewable,CURTAIL,724.4547016152401,1024.45470161524,724.4547016152401,0.7193751756313852,1.012076520176314,0
2026-01-02 09:15:00,ZONE_A,2,0.97249097,0.93108183,2684.7375,806.1836,598.09216,1404.2758,1280.4617000000003,1,BATTERY_ALL,battery,CHARGE,300.0,1307.4956816887138,1007.4956816887138,0.7175216540948,1.0910918504750897,0
2026-01-02 09:15:00,ZONE_A,2,0.97249097,0.93108183,2684.7375,806.1836,598.09216,1404.2758,1280.4617000000003,2,RENEWABLE_ALL,renewable,CURTAIL,1007.4956816887138,1307.4956816887138,1007.4956816887138,0.7175216540948,1.0910918504750897,0
2026-01-02 09:30:00,ZONE_A,2,0.98128456,0.87502176,2713.4468,850.369,597.81274,1448.1818,1265.265,1,BATTERY_ALL,battery,CHARGE,300.0,1267.190587435968,967.1905874359679,0.7418954644795208,1.1039499197423552,0
2026-01-02 09:30:00,ZONE_A,2,0.98128456,0.87502176,2713.4468,850.369,597.81274,1448.1818,1265.265,2,RENEWABLE_ALL,renewable,CURTAIL,967.1905874359679,1267.190587435968,967.1905874359679,0.7418954644795208,1.1039499197423552,0
2026-01-02 09:45:00,ZONE_A,2,0.9691682,0.916046,2681.2825,833.3597,598.5676,1431.9272,1249.3552999999995,1,BATTERY_ALL,battery,CHARGE,300.0,1311.7111838512,1011.7111838512001,0.7254138360765716,1.100188462163406,0
2026-01-02 09:45:00,ZONE_A,2,0.9691682,0.916046,2681.2825,833.3597,598.5676,1431.9272,1249.3552999999995,2,RENEWABLE_ALL,renewable,CURTAIL,1011.7111838512001,1311.7111838512,1011.7111838512001,0.7254138360765716,1.100188462163406,0
2026-01-02 10:00:00,ZONE_A,2,0.9477305,0.9301531,2695.858,859.93195,601.5033,1461.4353,1234.4227,1,BATTERY_ALL,battery,CHARGE,300.0,1359.35857474443,1059.35857474443,0.7268505920009889,1.1152387575976954,0
2026-01-02 10:00:00,ZONE_A,2,0.9477305,0.9301531,2695.858,859.93195,601.5033,1461.4353,1234.4227,2,RENEWABLE_ALL,renewable,CURTAIL,1059.35857474443,1359.35857474443,1059.35857474443,0.7268505920009889,1.1152387575976954,0
2026-01-02 10:15:00,ZONE_A,3,0.84988475,0.96126205,2767.1736,928.5578,600.2108,1528.7686,1238.405,1,BATTERY_ALL,battery,CHARGE,300.0,1469.5472384116301,1169.5472384116301,0.7617200642803595,1.1815907053129215,0
2026-01-02 10:15:00,ZONE_A,3,0.84988475,0.96126205,2767.1736,928.5578,600.2108,1528.7686,1238.405,2,RENEWABLE_ALL,renewable,CURTAIL,1169.5472384116301,1469.5472384116301,1169.5472384116301,0.7617200642803595,1.1815907053129215,0
2026-01-02 11:00:00,ZONE_A,2,0.9790957,0.95016384,2708.1758,995.29144,597.79047,1593.0819,1115.0939,1,BATTERY_ALL,battery,CHARGE,300.0,1513.6888155384959,1213.6888155384959,0.749851383891545,1.1823339042001482,0
2026-01-02 11:00:00,ZONE_A,2,0.9790957,0.95016384,2708.1758,995.29144,597.79047,1593.0819,1115.0939,2,RENEWABLE_ALL,renewable,CURTAIL,1213.6888155384959,1513.6888155384959,1213.6888155384959,0.749851383891545,1.1823339042001482,0
2026-01-02 12:00:00,ZONE_A,2,0.9686566,0.69142467,2693.8208,952.54565,602.16394,1554.7096,1139.1112,1,BATTERY_ALL,battery,CHARGE,300.0,1074.9645721258319,774.9645721258319,0.7380291630778829,1.0451618991987788,0
2026-01-02 12:00:00,ZONE_A,2,0.9686566,0.69142467,2693.8208,952.54565,602.16394,1554.7096,1139.1112,2,RENEWABLE_ALL,renewable,CURTAIL,774.9645721258319,1074.9645721258319,774.9645721258319,0.7380291630778829,1.0451618991987788,0
2026-01-02 12:15:00,ZONE_A,2,0.97157043,0.9403429,2692.8464,969.20953,599.8866,1569.0962,1123.7502,1,BATTERY_ALL,battery,CHARGE,300.0,1475.4884710869799,1175.4884710869799,0.7394874054203046,1.161055541807543,0
2026-01-02 12:15:00,ZONE_A,2,0.97157043,0.9403429,2692.8464,969.20953,599.8866,1569.0962,1123.7502,2,RENEWABLE_ALL,renewable,CURTAIL,1175.4884710869799,1475.4884710869799,1175.4884710869799,0.7394874054203046,1.161055541807543,0
2026-01-02 12:30:00,ZONE_A,2,0.9805385,0.9056272,2687.6821,943.6379,597.81274,1541.4507,1146.2314,1,BATTERY_ALL,battery,CHARGE,300.0,1395.9796813790401,1095.9796813790401,0.7389024852845617,1.137753824385619,0
2026-01-02 12:30:00,ZONE_A,2,0.9805385,0.9056272,2687.6821,943.6379,597.81274,1541.4507,1146.2314,2,RENEWABLE_ALL,renewable,CURTAIL,1095.9796813790401,1395.9796813790401,1095.9796813790401,0.7389024852845617,1.137753824385619,0
2026-01-02 12:45:00,ZONE_A,2,0.97782737,0.8572307,2689.8623,949.60333,599.16376,1548.7671,1141.0951999999995,1,BATTERY_ALL,battery,CHARGE,300.0,1327.65070526997,1027.65070526997,0.7326576781963465,1.111986452609273,0
2026-01-02 12:45:00,ZONE_A,2,0.97782737,0.8572307,2689.8623,949.60333,599.16376,1548.7671,1141.0951999999995,2,RENEWABLE_ALL,renewable,CURTAIL,1027.65070526997,1327.65070526997,1027.65070526997,0.7326576781963465,1.111986452609273,0
2026-01-02 13:00:00,ZONE_A,2,0.97782737,0.8348971,2687.6516,861.8677,598.6261,1460.4938,1227.1578000000002,1,BATTERY_ALL,battery,CHARGE,300.0,1219.3620381879798,919.3620381879798,0.7286412903317849,1.0770304454296569,0
2026-01-02 13:00:00,ZONE_A,2,0.97782737,0.8348971,2687.6516,861.8677,598.6261,1460.4938,1227.1578000000002,2,RENEWABLE_ALL,renewable,CURTAIL,919.3620381879798,1219.3620381879798,919.3620381879798,0.7286412903317849,1.0770304454296569,0
2026-01-02 13:15:00,ZONE_A,2,0.98312515,0.7185153,2693.6099,841.7736,600.8618,1442.6355,1250.9743999999998,1,BATTERY_ALL,battery,CHARGE,300.0,1036.55567907315,736.55567907315,0.7313813986287659,1.0275401652150682,0
2026-01-02 13:15:00,ZONE_A,2,0.98312515,0.7185153,2693.6099,841.7736,600.8618,1442.6355,1250.9743999999998,2,RENEWABLE_ALL,renewable,CURTAIL,736.55567907315,1036.55567907315,736.55567907315,0.7313813986287659,1.0275401652150682,0
2026-01-02 13:30:00,ZONE_A,2,0.9788715,0.8705358,2682.4194,807.8236,601.25934,1409.083,1273.3364,1,BATTERY_ALL,battery,CHARGE,300.0,1226.6571966714,926.6571966714,0.7216964631806029,1.0721699492861687,0
2026-01-02 13:30:00,ZONE_A,2,0.9788715,0.8705358,2682.4194,807.8236,601.25934,1409.083,1273.3364,2,RENEWABLE_ALL,renewable,CURTAIL,926.6571966714,1226.6571966714,926.6571966714,0.7216964631806029,1.0721699492861687,0
2026-01-02 13:45:00,ZONE_A,2,0.9789024,0.94280887,2681.758,801.166,596.3135,1397.4795,1284.2785,1,BATTERY_ALL,battery,CHARGE,300.0,1317.5560682431649,1017.5560682431649,0.7218004685813673,1.0982450609160854,0
2026-01-02 13:45:00,ZONE_A,2,0.9789024,0.94280887,2681.758,801.166,596.3135,1397.4795,1284.2785,2,RENEWABLE_ALL,renewable,CURTAIL,1017.5560682431649,1317.5560682431649,1017.5560682431649,0.7218004685813673,1.0982450609160854,0
2026-01-02 14:00:00,ZONE_A,2,0.9715233,0.92588776,2732.55,697.54333,599.0523,1296.5957,1435.9543,1,BATTERY_ALL,battery,CHARGE,300.0,1200.502088298632,900.5020882986321,0.7419812633308248,1.0849818612515885,0
2026-01-02 14:00:00,ZONE_A,2,0.9715233,0.92588776,2732.55,697.54333,599.0523,1296.5957,1435.9543,2,RENEWABLE_ALL,renewable,CURTAIL,900.5020882986321,1200.502088298632,900.5020882986321,0.7419812633308248,1.0849818612515885,0
2026-01-02 14:15:00,ZONE_A,2,0.9849621,0.9240232,2685.3245,726.83923,598.5836,1325.4229,1359.9016,1,BATTERY_ALL,battery,CHARGE,300.0,1224.72150941128,924.7215094112801,0.7174882066999931,1.0674086392630253,0
2026-01-02 14:15:00,ZONE_A,2,0.9849621,0.9240232,2685.3245,726.83923,598.5836,1325.4229,1359.9016,2,RENEWABLE_ALL,renewable,CURTAIL,924.7215094112801,1224.72150941128,924.7215094112801,0.7174882066999931,1.0674086392630253,0
2026-01-02 14:30:00,ZONE_A,2,0.9604847,0.94078875,2686.1213,655.0752,597.4762,1252.5514,1433.5698999999995,1,BATTERY_ALL,battery,CHARGE,300.0,1178.38626591675,878.3862659167501,0.7068701210747725,1.0435519125464658,0
2026-01-02 14:30:00,ZONE_A,2,0.9604847,0.94078875,2686.1213,655.0752,597.4762,1252.5514,1433.5698999999995,2,RENEWABLE_ALL,renewable,CURTAIL,878.3862659167501,1178.38626591675,878.3862659167501,0.7068701210747725,1.0435519125464658,0
2026-01-02 14:45:00,ZONE_A,2,0.91628367,0.9480092,2689.9492,612.7453,596.9583,1209.7036,1480.2456,1,BATTERY_ALL,battery,CHARGE,300.0,1146.81014207312,846.81014207312,0.7087228216578649,1.036382863427973,0
2026-01-02 14:45:00,ZONE_A,2,0.91628367,0.9480092,2689.9492,612.7453,596.9583,1209.7036,1480.2456,2,RENEWABLE_ALL,renewable,CURTAIL,846.81014207312,1146.81014207312,846.81014207312,0.7087228216578649,1.036382863427973,0
