timestamp,zone_id,risk_level,risk_probability,curtailment_probability,baseline_net_load,optimized_net_load,baseline_curtailment,optimized_curtailment,baseline_transmission_utilization,optimized_transmission_utilization,total_battery_charge,total_battery_discharge,total_demand_response,total_dispatch,total_renewable_curtailment,optimization_status,objective_value
2026-01-02 02:45:00,ZONE_A,0,0.9967212,0.77140826,1686.88287,2150.290514327092,463.40764432709176,163.40764432709176,0.5685786273420178,0.7009808117391162,300.0,0,0,0,163.40764432709176,OPTIMAL,1649076.4432709175
2026-01-02 03:00:00,ZONE_A,0,0.9966551,0.756828,1683.95204,2138.79315006488,454.84111006488,154.84111006488,0.5645022124492257,0.6944568156251848,300.0,0,0,0,154.84111006488,OPTIMAL,1563411.1006488001
2026-01-02 03:15:00,ZONE_A,0,0.99625,0.38466203,1684.0038,1684.0038,0.0,0.0,0.5732747871257549,0.5732747871257549,0.0,0,0,0,0.0,OPTIMAL,0.0
2026-01-02 03:30:00,ZONE_A,0,0.9964425,0.7023147,1688.4934399999995,2108.8942858189216,420.400845818922,120.400845818922,0.5671253429701298,0.6872398706380339,300.0,0,0,0,120.400845818922,OPTIMAL,1219008.45818922
2026-01-02 03:45:00,ZONE_A,0,0.9966377,0.73539317,1680.4564000000005,2123.1811790119823,442.724779011982,142.72477901198198,0.5630649094071762,0.6895577037037998,300.0,0,0,0,142.72477901198198,OPTIMAL,1442247.7901198198
2026-01-02 04:00:00,ZONE_A,0,0.9965224,0.72501975,1686.9312,2122.000544066175,435.06934406617495,135.06934406617495,0.5707692724651641,0.6950747996266472,300.0,0,0,0,135.06934406617495,OPTIMAL,1365693.4406617496
2026-01-02 04:15:00,ZONE_A,0,0.9958318,0.5506603,1669.5992,2002.0592548044,332.46005480440004,32.460054804400045,0.5529487305754921,0.6479373178850625,300.0,0,0,0,32.460054804400045,OPTIMAL,339600.54804400046
2026-01-02 04:30:00,ZONE_A,0,0.99667645,0.756828,1703.5528000000002,2158.0752400672,454.52244006719997,154.52244006719997,0.5717751735366485,0.7016387281415655,300.0,0,0,0,154.52244006719997,OPTIMAL,1560224.4006719997
2026-01-02 04:45:00,ZONE_A,0,0.9972154,0.6330844,1684.0176700000002,2065.034090606692,381.01642060669195,81.01642060669195,0.5636863149319566,0.6725481496401603,300.0,0,0,0,81.01642060669195,OPTIMAL,825164.2060669195
2026-01-02 05:00:00,ZONE_A,0,0.9961218,0.7426023,1979.3085,2425.7706565899,446.4621565899,146.46215658990002,0.6262742065207659,0.7538348229864931,300.0,0,0,0,146.46215658990002,OPTIMAL,1479621.5658990003
2026-01-02 05:15:00,ZONE_A,0,0.9969863,0.77327204,1966.9842,2431.367774680944,464.383574680944,164.38357468094398,0.6304072331235485,0.7630882547577527,300.0,0,0,0,164.38357468094398,OPTIMAL,1658835.7468094397
2026-01-02 05:30:00,ZONE_A,0,0.9624928,0.44760624,1999.17915,1999.17915,0.0,0.0,0.6459239772220995,0.6459239772220995,0.0,0,0,0,0.0,OPTIMAL,0.0
2026-01-02 05:45:00,ZONE_A,1,0.50409484,0.6970865,2012.35215,2431.2670141158246,418.914864115825,118.91486411582503,0.6520507314440713,0.7717406928943421,300.0,0,0,0,118.91486411582503,OPTIMAL,1204148.6411582502
2026-01-02 06:00:00,ZONE_A,1,0.98659664,0.6908314,2040.49423,2495.3752533463585,454.881023346358,154.881023346358,0.6667567320247296,0.7967227390428752,300.0,0,0,0,154.881023346358,OPTIMAL,1563810.23346358
2026-01-02 06:15:00,ZONE_A,1,0.9933469,0.62164474,2041.0889,2466.364272344568,425.27537234456804,125.27537234456804,0.6761182514952273,0.7976255010652923,300.0,0,0,0,125.27537234456804,OPTIMAL,1267753.7234456805
2026-01-02 06:30:00,ZONE_A,1,0.98856443,0.7356049,2009.04436,2543.848203891106,534.803843891106,234.803843891106,0.6776754713074029,0.8304765699935536,300.0,0,0,0,234.803843891106,OPTIMAL,2363038.43891106
2026-01-02 06:45:00,ZONE_A,1,0.99223083,0.2929602,2079.1421,2079.1421,0.0,0.0,0.6958132194880682,0.6958132194880682,0.0,0,0,0,0.0,OPTIMAL,0.0
2026-01-02 07:00:00,ZONE_A,2,0.63983506,0.7900441,1991.43706,2625.8658102027143,634.428750202714,334.428750202714,0.7080783752491641,0.8893437329938825,300.0,0,0,0,334.428750202714,OPTIMAL,141062352.5673953
2026-01-02 07:15:00,ZONE_A,2,0.957358,0.5462217,1918.9996,2421.39760527598,502.39800527598004,202.39800527598004,0.7237338941929209,0.8672761818578228,300.0,0,0,0,202.39800527598004,OPTIMAL,62505616.36844666
2026-01-02 07:30:00,ZONE_A,2,0.9921239,0.7233334,1839.70314,2576.045589932324,736.342449932324,436.34244993232403,0.7347780096210913,0.9451615673973197,300.0,0,0,0,436.34244993232403,OPTIMAL,337443909.35661894
2026-01-02 07:45:00,ZONE_A,3,0.9374626,0.7979372,1863.1531,2721.87707610228,858.7239761022801,558.7239761022801,0.7509675763299244,0.9963172845942946,300.0,0,0,0,558.7239761022801,OPTIMAL,517712734.1575142
2026-01-02 08:00:00,ZONE_A,3,0.9445425,0.8347354,1790.3909,2756.12474873714,965.73384873714,665.73384873714,0.7613112160641701,1.0372351737914087,300.0,0,0,0,665.73384873714,OPTIMAL,661995444.5124425
2026-01-02 08:15:00,ZONE_A,3,0.9813524,0.8071309,1740.4505,2741.6937986311195,1001.2432986311198,701.2432986311198,0.7682690396972707,1.0543385546273618,300.0,0,0,0,701.2432986311198,OPTIMAL,722212371.5933235
2026-01-02 08:30:00,ZONE_A,3,0.97737634,0.7138226,1737.633,2653.45718813682,915.8241881368199,615.8241881368199,0.7882351962643409,1.049899251004303,300.0,0,0,0,615.8241881368199,OPTIMAL,705820617.7584598
2026-01-02 08:45:00,ZONE_A,3,0.97415006,0.68271506,1829.6717,2696.229431972402,866.557731972402,566.557731972402,0.823995653908583,1.0715835783234688,300.0,0,0,0,566.557731972402,OPTIMAL,781223098.3376417
2026-01-02 09:00:00,ZONE_A,2,0.9785776,0.8020969,1359.7229,2436.1715101763903,1076.44861017639,776.44861017639,0.7193751756313852,1.0269319226845943,300.0,0,0,0,776.44861017639,OPTIMAL,627041212.9034122
2026-01-02 09:15:00,ZONE_A,2,0.98020977,0.913691,1273.6638999999998,2564.2938277022995,1290.6299277023,990.6299277022999,0.7175216540948,1.0862730636010338,300.0,0,0,0,990.6299277022999,OPTIMAL,836877018.312039
2026-01-02 09:30:00,ZONE_A,2,0.9874551,0.9386921,1252.2671,2625.3419730897203,1373.07487308972,1073.07487308972,0.7418954644795208,1.134202572929144,300.0,0,0,0,1073.07487308972,OPTIMAL,1005454749.2856672
2026-01-02 09:45:00,ZONE_A,2,0.9880409,0.8943677,1231.5624,2531.73647554335,1300.17407554335,1000.17407554335,0.7254138360765716,1.0968921454852918,300.0,0,0,0,1000.17407554335,OPTIMAL,874139245.0442886
2026-01-02 10:00:00,ZONE_A,2,0.96446055,0.94326866,1225.7027999999998,2599.6443484394995,1373.9415484395,1073.9415484395,0.7268505920009889,1.11940532152542,300.0,0,0,0,1073.9415484395,OPTIMAL,953673037.4632967
2026-01-02 10:15:00,ZONE_A,3,0.8163086,0.9508263,1230.9228000000005,2678.7035050743907,1447.78070507439,1147.78070507439,0.7617200642803595,1.1753716957659797,300.0,0,0,0,1147.78070507439,OPTIMAL,1150293738.2002099
2026-01-02 10:30:00,ZONE_A,2,0.96849525,0.17418312,1111.1475999999998,1111.1475999999998,0.0,0.0,0.7411499915098863,0.7411499915098863,0.0,0,0,0,0.0,OPTIMAL,0.0
2026-01-02 10:45:00,ZONE_A,2,0.96472055,0.38800883,1112.6921000000002,1112.6921000000002,0.0,0.0,0.7389090784151179,0.7389090784151179,0.0,0,0,0,0.0,OPTIMAL,0.0
2026-01-02 11:00:00,ZONE_A,2,0.97728604,0.9391927,1122.4897999999998,2613.5118391531696,1491.02203915317,1191.02203915317,0.749851383891545,1.17585768235206,300.0,0,0,0,1191.02203915317,OPTIMAL,1152427104.4483638
2026-01-02 11:15:00,ZONE_A,3,0.7592871,0.15895772,1118.7685,1118.7685,0.0,0.0,0.764613131990162,0.764613131990162,0.0,0,0,0,0.0,OPTIMAL,0.0
2026-01-02 11:30:00,ZONE_A,2,0.9699061,0.06001437,1061.1493,1061.1493,0.0,0.0,0.745010696529716,0.745010696529716,0.0,0,0,0,0.0,OPTIMAL,0.0
2026-01-02 11:45:00,ZONE_A,2,0.97995424,0.068270266,1036.7164,1036.7164,0.0,0.0,0.7434626278698391,0.7434626278698391,0.0,0,0,0,0.0,OPTIMAL,0.0
2026-01-02 12:00:00,ZONE_A,2,0.9709891,0.7864554,1133.3725,2358.33002853058,1224.95752853058,924.95752853058,0.7380291630778829,1.0880170297714542,300.0,0,0,0,924.95752853058,OPTIMAL,842324176.1551366
2026-01-02 12:15:00,ZONE_A,2,0.96758235,0.9312063,1129.2289,2584.56056864728,1455.3316686472801,1155.3316686472801,0.7394874054203046,1.155296455371734,300.0,0,0,0,1155.3316686472801,OPTIMAL,1080105905.948046
2026-01-02 12:30:00,ZONE_A,2,0.9770647,0.8723369,1132.7129000000002,2485.24230186492,1352.52940186492,1052.52940186492,0.7389024852845617,1.1253394587614702,300.0,0,0,0,1052.52940186492,OPTIMAL,974228395.904467
2026-01-02 12:45:00,ZONE_A,2,0.98234624,0.7208484,1148.0341999999998,2257.9578567609196,1109.92365676092,809.92365676092,0.7326576781963465,1.04977872422134,300.0,0,0,0,809.92365676092,OPTIMAL,707339768.6166713
2026-01-02 13:00:00,ZONE_A,2,0.9790684,0.65930116,1226.124,2185.947551030736,959.8235510307361,659.8235510307361,0.7286412903317849,1.002876591673097,300.0,0,0,0,659.8235510307361,OPTIMAL,541681304.3236755
2026-01-02 13:15:00,ZONE_A,2,0.9800475,0.64372146,1255.117,2177.4628013012016,922.3458013012018,622.3458013012018,0.7313813986287659,0.9949087714406818,300.0,0,0,0,622.3458013012018,OPTIMAL,513419156.1085418
2026-01-02 13:30:00,ZONE_A,2,0.9783563,0.8183468,1274.7268,2423.2859447882,1148.5591447882,848.5591447882,0.7216964631806029,1.0498562200912218,300.0,0,0,0,848.5591447882,OPTIMAL,707997359.0880953
2026-01-02 13:45:00,ZONE_A,2,0.98450273,0.91785187,1275.8887999999995,2562.6360754198786,1286.747275419879,986.7472754198791,0.7218004685813673,1.0894425486479347,300.0,0,0,0,986.7472754198791,OPTIMAL,847931389.8872299
2026-01-02 14:00:00,ZONE_A,2,0.989316,0.93425477,1414.4935999999998,2620.531864587838,1206.038264587838,906.0382645878381,0.7419812633308248,1.0865636259114766,300.0,0,0,0,906.0382645878381,OPTIMAL,837048070.2848352
2026-01-02 14:15:00,ZONE_A,2,0.98525465,0.9220451,1358.3275999999998,2577.5551198862895,1219.2275198862899,919.2275198862899,0.7174882066999931,1.0658389279643274,300.0,0,0,0,919.2275198862899,OPTIMAL,764643520.2617079
2026-01-02 14:30:00,ZONE_A,2,0.96337,0.91254824,1431.3904000000002,2570.908915820336,1139.518515820336,839.518515820336,0.7068701210747725,1.0324468410504448,300.0,0,0,0,839.518515820336,OPTIMAL,646974126.5402731
2026-01-02 14:45:00,ZONE_A,2,0.95083946,0.9299964,1474.7128999999998,2600.4935371225997,1125.7806371226,825.7806371226,0.7087228216578649,1.0303744334205125,300.0,0,0,0,825.7806371226,OPTIMAL,639583321.0737474
2026-01-02 15:00:00,ZONE_A,2,0.8935205,0.8044529,1658.5379000000005,2590.0485848299904,931.5106848299899,631.5106848299899,0.7327318804646379,0.9988777914475621,300.0,0,0,0,631.5106848299899,OPTIMAL,527402374.8952536
2026-01-02 15:15:00,ZONE_A,2,0.89385617,0.922563,1694.3881,2703.9948267936998,1009.6067267937,709.6067267937,0.7218477947484683,1.0103068605677197,300.0,0,0,0,709.6067267937,OPTIMAL,568185077.2689362
2026-01-02 15:30:00,ZONE_A,2,0.9469915,0.6436686,1777.43387,2435.459453066198,658.025583066198,358.025583066198,0.7152278693556219,0.903235179444486,300.0,0,0,0,358.025583066198,OPTIMAL,189918383.25072938
2026-01-02 15:45:00,ZONE_A,2,0.944525,0.72575885,1867.211,2542.54252843253,675.3315284325299,375.3315284325299,0.7138576871392632,0.9068095530681342,300.0,0,0,0,375.3315284325299,OPTIMAL,202601750.34016874
2026-01-02 16:00:00,ZONE_A,2,0.8485195,0.8421004,1876.2143,2645.94568635452,769.7313863545199,469.73138635451994,0.7091288421131466,0.9290520961801515,300.0,0,0,0,469.73138635451994,OPTIMAL,281394649.45885164
2026-01-02 16:15:00,ZONE_A,1,0.6072511,0.8499926,1954.52613,2667.1521654075623,712.626035407562,412.626035407562,0.6986569663838964,0.9022644058037713,300.0,0,0,0,412.626035407562,OPTIMAL,187066680.00963032
2026-01-02 16:30:00,ZONE_A,1,0.84038544,0.5589938,2049.2129,2465.04246248572,415.82956248572,115.82956248571998,0.6978858591871474,0.8166943060288443,300.0,0,0,0,115.82956248571998,OPTIMAL,1173295.6248571998
2026-01-02 16:45:00,ZONE_A,1,0.93518513,0.6332236,2123.2772,2548.273134435,424.99593443500004,124.99593443500004,0.6894644008406845,0.8108918111036161,300.0,0,0,0,124.99593443500004,OPTIMAL,1264959.3443500004
2026-01-02 17:00:00,ZONE_A,1,0.95320344,0.60265744,2178.02656,2548.721838373481,370.6952783734816,70.69527837348159,0.6928772781666347,0.7987902152088954,300.0,0,0,0,70.69527837348159,OPTIMAL,721952.7837348159
2026-01-02 17:15:00,ZONE_A,1,0.98183733,0.74123573,2197.42983,2638.869188832924,441.4393588329241,141.43935883292409,0.6876836035696371,0.8138091350833029,300.0,0,0,0,141.43935883292409,OPTIMAL,1429393.588329241
2026-01-02 17:30:00,ZONE_A,1,0.9757,0.75216454,2217.95875,2665.0951834767748,447.136433476775,147.13643347677498,0.6847883884817034,0.8125416556122177,300.0,0,0,0,147.13643347677498,OPTIMAL,1486364.3347677498
2026-01-02 17:45:00,ZONE_A,1,0.9864677,0.7735526,2205.5580600000003,2666.998384091444,461.44032409144404,161.44032409144404,0.6824338123421251,0.8142739053642376,300.0,0,0,0,161.44032409144404,OPTIMAL,1629403.2409144405
2026-01-02 18:00:00,ZONE_A,1,0.9842582,0.6332489,2203.5284,2582.3530899536004,378.82468995360006,78.82468995360006,0.6909637336486617,0.7991993597021085,300.0,0,0,0,78.82468995360006,OPTIMAL,803246.8995360006
2026-01-02 18:15:00,ZONE_A,1,0.97093505,0.75216454,2208.66753,2657.718162057912,449.0506320579118,149.0506320579118,0.6908013768347184,0.8191015578334951,300.0,0,0,0,149.0506320579118,OPTIMAL,1505506.320579118
2026-01-02 18:30:00,ZONE_A,1,0.97488004,0.58865327,2192.2816,2549.920131070926,357.63853107092604,57.638531070926035,0.67876420452965,0.780946642302657,300.0,0,0,0,57.638531070926035,OPTIMAL,591385.3107092604
2026-01-02 18:45:00,ZONE_A,1,0.97755605,0.6129258,2208.1422999999995,2578.0057544113597,369.86345441136,69.86345441136001,0.6886893747411819,0.794364647762908,300.0,0,0,0,69.86345441136001,OPTIMAL,713634.5441136
2026-01-02 19:00:00,ZONE_A,1,0.9751584,0.50857395,2199.4581,2505.150865290285,305.692765290285,5.692765290285024,0.6891997136759029,0.7765405040414646,300.0,0,0,0,5.692765290285024,OPTIMAL,71927.65290285024
2026-01-02 19:15:00,ZONE_A,1,0.9668747,0.64066243,2196.4754000000003,2585.3796619300783,388.90426193007795,88.90426193007795,0.6731195778206384,0.7842350815885982,300.0,0,0,0,88.90426193007795,OPTIMAL,904042.6193007795
2026-01-02 19:30:00,ZONE_A,1,0.98305607,0.50162494,2182.5693,2485.06067619362,302.49137619362,2.491376193619999,0.6796210165312302,0.7660471242841642,300.0,0,0,0,2.491376193619999,OPTIMAL,39913.76193619999
2026-01-02 19:45:00,ZONE_A,1,0.9882031,0.6332236,2184.6493,2569.47745523732,384.82815523732,84.82815523732,0.6788840639428045,0.7888349657923688,300.0,0,0,0,84.82815523732,OPTIMAL,863281.5523732001
2026-01-02 20:00:00,ZONE_A,1,0.6266067,0.7204116,2051.7067,2484.02915913568,432.32245913568,132.32245913568,0.6531133310723161,0.7766340340799384,300.0,0,0,0,132.32245913568,OPTIMAL,1338224.5913568
2026-01-02 20:15:00,ZONE_A,1,0.60793215,0.66011304,2044.9173,2439.874879878024,394.957579878024,94.95757987802398,0.6605845619029307,0.7734295850704413,300.0,0,0,0,94.95757987802398,OPTIMAL,964575.7987802398
2026-01-02 20:30:00,ZONE_A,0,0.8800544,0.6006296,2025.183,2387.01476413568,361.83176413568,61.831764135679975,0.6488629074306128,0.7522434117920604,300.0,0,0,0,61.831764135679975,OPTIMAL,633317.6413567998
2026-01-02 20:45:00,ZONE_A,0,0.9863484,0.6344283,2004.9302,2385.54733790276,380.61713790275996,80.61713790275996,0.6325220998676997,0.7412698538928583,300.0,0,0,0,80.61713790275996,OPTIMAL,821171.3790275996
2026-01-02 21:00:00,ZONE_A,0,0.9881613,0.36332747,1968.0361,1968.0361,0.0,0.0,0.6220492609870508,0.6220492609870508,0.0,0,0,0,0.0,OPTIMAL,0.0
2026-01-02 21:15:00,ZONE_A,0,0.986955,0.59408766,1900.7546,2257.6114132438643,356.856813243864,56.856813243863996,0.6153657309769692,0.7173248207756122,300.0,0,0,0,56.856813243863996,OPTIMAL,583568.13243864
2026-01-02 21:30:00,ZONE_A,0,0.988664,0.39145595,1858.12425,1858.12425,0.0,0.0,0.6120907478044827,0.6120907478044827,0.0,0,0,0,0.0,OPTIMAL,0.0
2026-01-02 21:45:00,ZONE_A,0,0.9874303,0.7599552,1867.4084,2323.5003009977604,456.09190099776004,156.09190099776004,0.6077058188232567,0.7380177908915142,300.0,0,0,0,156.09190099776004,OPTIMAL,1575919.0099776003
2026-01-02 22:00:00,ZONE_A,0,0.9885427,0.7530706,1834.46096,2286.7535357275037,452.292575727504,152.29257572750402,0.6080056910495675,0.7372321415993393,300.0,0,0,0,152.29257572750402,OPTIMAL,1537925.7572750403
2026-01-02 22:15:00,ZONE_A,0,0.9921556,0.5962164,1817.15885,2177.1797409494598,360.02089094946,60.02089094946001,0.6088396024877774,0.711702714455054,300.0,0,0,0,60.02089094946001,OPTIMAL,615208.9094946001
2026-01-02 22:30:00,ZONE_A,0,0.9937218,0.6352556,1761.0490600000005,2145.6439426232246,384.59488262322407,84.59488262322407,0.5838142272358372,0.6936984796971742,300.0,0,0,0,84.59488262322407,OPTIMAL,860948.8262322407
2026-01-02 22:45:00,ZONE_A,0,0.9937736,0.6589977,1714.5497999999998,2109.9062441471997,395.3564441472,95.35644414720002,0.5716920724743771,0.6846510568043789,300.0,0,0,0,95.35644414720002,OPTIMAL,968564.4414720002
2026-01-02 23:00:00,ZONE_A,0,0.9937046,0.62356204,1705.6869000000002,2081.559684225932,375.87278422593204,75.87278422593204,0.5644232858477229,0.6718155101862388,300.0,0,0,0,75.87278422593204,OPTIMAL,773727.8422593203
2026-01-02 23:15:00,ZONE_A,0,0.9937218,0.6322945,1732.72585,2113.046786991575,380.32093699157497,80.32093699157497,0.5904669213687384,0.6991300465012709,300.0,0,0,0,80.32093699157497,OPTIMAL,818209.3699157496
2026-01-02 23:30:00,ZONE_A,0,0.99662906,0.6472801,1694.4552399999998,2086.0461464547056,391.59090645470604,91.59090645470604,0.5641595147721988,0.6760426311709445,300.0,0,0,0,91.59090645470604,OPTIMAL,930909.0645470604
2026-01-02 23:45:00,ZONE_A,0,0.99676126,0.30555394,1690.56406,1690.56406,0.0,0.0,0.5637873465139155,0.5637873465139155,0.0,0,0,0,0.0,OPTIMAL,0.0
2026-01-03 00:00:00,ZONE_A,0,0.9966305,0.66242766,1716.03755,2114.515443844805,398.47789384480495,98.47789384480495,0.5817947246807078,0.6956455517548887,300.0,0,0,0,98.47789384480495,OPTIMAL,999778.9384480495
2026-01-03 00:15:00,ZONE_A,0,0.99643326,0.69105357,1679.0438,2093.983599049364,414.939799049364,114.93979904936401,0.5585644800948172,0.6771187086841217,300.0,0,0,0,114.93979904936401,OPTIMAL,1164397.99049364
2026-01-03 00:30:00,ZONE_A,0,0.9967212,0.67740005,1691.7016400000002,2101.0461310983833,409.344491098383,109.344491098383,0.5702150758931019,0.6871706450466991,300.0,0,0,0,109.344491098383,OPTIMAL,1108444.91098383
2026-01-03 00:45:00,ZONE_A,0,0.9965318,0.6346904,1692.8822999999998,2073.1473423968796,380.26504239687995,80.26504239687995,0.572222877249124,0.6808700324687303,300.0,0,0,0,80.26504239687995,OPTIMAL,817650.4239687995
2026-01-03 01:00:00,ZONE_A,0,0.9964623,0.79635406,1685.8902,2161.869588224692,475.979388224692,175.979388224692,0.5620352200726879,0.6980293313192135,300.0,0,0,0,175.979388224692,OPTIMAL,1774793.88224692
2026-01-03 01:15:00,ZONE_A,0,0.99763536,0.67109495,1693.46725,2094.8425293097425,401.3752793097425,101.3752793097425,0.5743743900710298,0.6890530415621705,300.0,0,0,0,101.3752793097425,OPTIMAL,1028752.7930974249
2026-01-03 01:30:00,ZONE_A,0,0.99662906,0.66302794,1689.3939999999998,2088.8640241683897,399.47002416839,99.47002416839001,0.567569157691766,0.6817034505768674,300.0,0,0,0,99.47002416839001,OPTIMAL,1009700.2416839001
2026-01-03 01:45:00,ZONE_A,0,0.99662906,0.6765227,1688.5402600000002,2096.468253400158,407.927993400158,107.92799340015802,0.5722681457264686,0.6888190012561136,300.0,0,0,0,107.92799340015802,OPTIMAL,1094279.93400158
2026-01-03 02:00:00,ZONE_A,0,0.997198,0.5618314,1695.55466,2033.706282150576,338.151622150576,38.151622150575975,0.5794135900395316,0.6760283394460098,300.0,0,0,0,38.151622150575975,OPTIMAL,396516.22150575975
2026-01-03 02:15:00,ZONE_A,0,0.9966377,0.7064062,1684.804,2108.2334127637,423.4294127637,123.42941276369999,0.5680522969933179,0.6890321294957579,300.0,0,0,0,123.42941276369999,OPTIMAL,1249294.1276369998
2026-01-03 02:30:00,ZONE_A,0,0.99662906,0.73539317,1689.5555399999998,2131.7324952239223,442.1769552239223,142.17695522392228,0.5615353224190541,0.6878715956323284,300.0,0,0,0,142.17695522392228,OPTIMAL,1436769.5522392227
2026-01-03 02:45:00,ZONE_A,0,0.9966377,0.7112363,1683.2044,2111.25030287968,428.04590287968006,128.04590287968006,0.5613956478617163,0.6836944775418347,300.0,0,0,0,128.04590287968006,OPTIMAL,1295459.0287968006
2026-01-03 03:00:00,ZONE_A,0,0.99676126,0.4810162,1683.6620000000005,1683.6620000000005,0.0,0.0,0.5652177665651978,0.5652177665651978,0.0,0,0,0,0.0,OPTIMAL,0.0
2026-01-03 03:15:00,ZONE_A,0,0.99674666,0.40609142,1679.7871999999998,1679.7871999999998,0.0,0.0,0.5750697506659429,0.5750697506659429,0.0,0,0,0,0.0,OPTIMAL,0.0
2026-01-03 03:30:00,ZONE_A,0,0.997198,0.605965,1686.7183699999998,2051.8427201219497,365.12435012195004,65.12435012195004,0.5684561131174526,0.6727773562473622,300.0,0,0,0,65.12435012195004,OPTIMAL,666243.5012195004
2026-01-03 03:45:00,ZONE_A,0,0.9978947,0.57150006,1680.8237,2025.991048188038,345.167348188038,45.16734818803798,0.5676562719396118,0.6662755145038991,300.0,0,0,0,45.16734818803798,OPTIMAL,466673.4818803798
2026-01-03 04:00:00,ZONE_A,0,0.9598448,0.48588893,1680.9786,1680.9786,0.0,0.0,0.5644806894106608,0.5644806894106608,0.0,0,0,0,0.0,OPTIMAL,0.0
2026-01-03 04:15:00,ZONE_A,0,0.97138625,0.6649048,1677.4904,2079.67542229528,402.18502229527996,102.18502229527996,0.5654504019162084,0.6803604085567093,300.0,0,0,0,102.18502229527996,OPTIMAL,1036850.2229527996
2026-01-03 04:30:00,ZONE_A,0,0.93001294,0.67031026,1674.70933,2084.205199275992,409.4958692759923,109.49586927599228,0.5659859016382757,0.6829847217025331,300.0,0,0,0,109.49586927599228,OPTIMAL,1109958.6927599227
2026-01-03 04:45:00,ZONE_A,0,0.9963942,0.5426611,1674.3669,2002.78382400281,328.41692400281,28.416924002809992,0.5655534222005422,0.6593868292755222,300.0,0,0,0,28.416924002809992,OPTIMAL,299169.2400280999
2026-01-03 05:00:00,ZONE_A,0,0.99596715,0.8337823,1993.34483,2491.264669843361,497.91983984336093,197.91983984336093,0.6346325017968668,0.7768953135073353,300.0,0,0,0,197.91983984336093,OPTIMAL,1994198.3984336094
2026-01-03 05:15:00,ZONE_A,0,0.9961422,0.7788749,1980.1504,2446.56140819234,466.41100819234003,166.41100819234003,0.631319111368339,0.7645793997299563,300.0,0,0,0,166.41100819234003,OPTIMAL,1679110.0819234003
2026-01-03 05:30:00,ZONE_A,0,0.89835787,0.6390256,1991.4669,2381.83875658416,390.37185658416,90.37185658416001,0.64665806970168,0.7581928861255672,300.0,0,0,0,90.37185658416001,OPTIMAL,918718.5658416002
2026-01-03 05:45:00,ZONE_A,0,0.9794389,0.84319913,2038.1354,2526.403010132928,488.26761013292804,188.26761013292804,0.6419597876164232,0.7814648194040839,300.0,0,0,0,188.26761013292804,OPTIMAL,1897676.1013292805
