asset_id,zone_id,asset_type,latest_timestamp,anomaly_score,anomaly_status,primary_root_cause,confidence,estimated_impact_mw
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,6.989399999999989
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,6.989399999999989
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,6.989399999999989
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,6.989399999999989
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,6.989399999999989
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,6.989399999999989
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,6.989399999999989
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,6.989399999999989
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,6.989399999999989
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,6.989399999999989
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,6.989399999999989
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,6.989399999999989
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-2.5441000000000003
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-2.5441000000000003
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-2.5441000000000003
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-2.5441000000000003
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-2.5441000000000003
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-2.5441000000000003
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-2.5441000000000003
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-2.5441000000000003
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-2.5441000000000003
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-2.5441000000000003
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-2.5441000000000003
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-2.5441000000000003
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-2.5441000000000003
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-2.5441000000000003
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-2.5441000000000003
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-0.007600000000000051
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-0.007600000000000051
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-0.007600000000000051
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-0.007600000000000051
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-0.007600000000000051
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-0.007600000000000051
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-0.007600000000000051
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-0.007600000000000051
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-0.007600000000000051
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-0.007600000000000051
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-0.007600000000000051
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-0.007600000000000051
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-0.007600000000000051
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-0.007600000000000051
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-0.007600000000000051
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,4.759999999999991
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,4.759999999999991
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,4.759999999999991
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,4.759999999999991
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,4.759999999999991
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,4.759999999999991
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,4.759999999999991
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,4.759999999999991
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,4.759999999999991
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,4.759999999999991
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,4.759999999999991
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,4.759999999999991
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,4.759999999999991
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,4.759999999999991
,ZONE_A,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,4.759999999999991
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-3.5811000000000064
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-3.5811000000000064
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-3.5811000000000064
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-3.5811000000000064
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-3.5811000000000064
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-3.5811000000000064
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-3.5811000000000064
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-3.5811000000000064
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-3.5811000000000064
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-3.5811000000000064
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-3.5811000000000064
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-3.5811000000000064
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-3.5811000000000064
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-3.5811000000000064
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-3.5811000000000064
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,0.012699999999999989
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,0.012699999999999989
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,0.012699999999999989
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,0.012699999999999989
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,0.012699999999999989
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,0.012699999999999989
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,0.012699999999999989
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,0.012699999999999989
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,0.012699999999999989
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,0.012699999999999989
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,0.012699999999999989
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,0.012699999999999989
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,0.012699999999999989
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,0.012699999999999989
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,0.012699999999999989
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,3.2811000000000092
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,3.2811000000000092
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,3.2811000000000092
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,3.2811000000000092
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,3.2811000000000092
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,3.2811000000000092
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,3.2811000000000092
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,3.2811000000000092
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,3.2811000000000092
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,3.2811000000000092
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,3.2811000000000092
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,3.2811000000000092
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,3.2811000000000092
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,3.2811000000000092
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,3.2811000000000092
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-2.1722000000000037
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-2.1722000000000037
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-2.1722000000000037
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-2.1722000000000037
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-2.1722000000000037
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-2.1722000000000037
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-2.1722000000000037
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-2.1722000000000037
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-2.1722000000000037
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-2.1722000000000037
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-2.1722000000000037
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-2.1722000000000037
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-2.1722000000000037
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-2.1722000000000037
,ZONE_B,SOLAR,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-2.1722000000000037
,ZONE_A,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,125.24120000000039
,ZONE_A,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,125.24120000000039
,ZONE_A,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,125.24120000000039
,ZONE_A,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,125.24120000000039
,ZONE_A,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,125.24120000000039
,ZONE_A,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,125.24120000000039
,ZONE_A,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,125.24120000000039
,ZONE_A,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,125.24120000000039
,ZONE_A,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,125.24120000000039
,ZONE_A,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,125.24120000000039
,ZONE_A,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,LOW,125.24120000000039
,ZONE_A,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,125.24120000000039
,ZONE_A,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,LOW,125.24120000000039
,ZONE_A,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,125.24120000000039
,ZONE_A,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,125.24120000000039
,ZONE_A,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-621.6864999999998
,ZONE_A,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-621.6864999999998
,ZONE_A,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-621.6864999999998
,ZONE_A,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-621.6864999999998
,ZONE_A,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-621.6864999999998
,ZONE_A,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-621.6864999999998
,ZONE_A,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-621.6864999999998
,ZONE_A,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-621.6864999999998
,ZONE_A,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-621.6864999999998
,ZONE_A,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-621.6864999999998
,ZONE_A,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,LOW,-621.6864999999998
,ZONE_A,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-621.6864999999998
,ZONE_A,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,LOW,-621.6864999999998
,ZONE_A,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-621.6864999999998
,ZONE_A,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-621.6864999999998
,ZONE_A,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-1614.6788000000015
,ZONE_A,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-1614.6788000000015
,ZONE_A,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-1614.6788000000015
,ZONE_A,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-1614.6788000000015
,ZONE_A,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-1614.6788000000015
,ZONE_A,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-1614.6788000000015
,ZONE_A,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-1614.6788000000015
,ZONE_A,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-1614.6788000000015
,ZONE_A,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-1614.6788000000015
,ZONE_A,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-1614.6788000000015
,ZONE_A,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,LOW,-1614.6788000000015
,ZONE_A,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-1614.6788000000015
,ZONE_A,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,LOW,-1614.6788000000015
,ZONE_A,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-1614.6788000000015
,ZONE_A,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-1614.6788000000015
,ZONE_B,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-397.9290000000001
,ZONE_B,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-397.9290000000001
,ZONE_B,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-397.9290000000001
,ZONE_B,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-397.9290000000001
,ZONE_B,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-397.9290000000001
,ZONE_B,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-397.9290000000001
,ZONE_B,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-397.9290000000001
,ZONE_B,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-397.9290000000001
,ZONE_B,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-397.9290000000001
,ZONE_B,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-397.9290000000001
,ZONE_B,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,LOW,-397.9290000000001
,ZONE_B,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-397.9290000000001
,ZONE_B,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,LOW,-397.9290000000001
,ZONE_B,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-397.9290000000001
,ZONE_B,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-397.9290000000001
,ZONE_B,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-139.10219999999936
,ZONE_B,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-139.10219999999936
,ZONE_B,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-139.10219999999936
,ZONE_B,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-139.10219999999936
,ZONE_B,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-139.10219999999936
,ZONE_B,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-139.10219999999936
,ZONE_B,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-139.10219999999936
,ZONE_B,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-139.10219999999936
,ZONE_B,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-139.10219999999936
,ZONE_B,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-139.10219999999936
,ZONE_B,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,LOW,-139.10219999999936
,ZONE_B,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-139.10219999999936
,ZONE_B,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,LOW,-139.10219999999936
,ZONE_B,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-139.10219999999936
,ZONE_B,WIND,2026-01-31 03:30:00,,CRITICAL,WEATHER_RELATED,MEDIUM,-139.10219999999936
