asset_id,timestamp,performance_ratio,norm_residual,peer_deviation,grid_signal,persistence_signal,sudden_signal,degradation_signal,primary_root_cause,confidence
SOLAR_01,2026-01-01 03:15:00,1.0,0.0,0.0,0.5566909135360282,0.0,0.0,-0.0,WEATHER_RELATED,LOW
SOLAR_01,2026-01-01 03:30:00,1.0,0.0,0.0,0.5416437654169304,0.0,0.0,-0.0,WEATHER_RELATED,LOW
SOLAR_01,2026-01-01 03:45:00,1.0,0.0,0.0,0.5294267511578518,0.0,0.0,-0.0,WEATHER_RELATED,MEDIUM
SOLAR_01,2026-01-01 04:00:00,1.0,0.0,0.0,0.5383927499454374,0.0,0.0,-0.0,WEATHER_RELATED,LOW
SOLAR_01,2026-01-01 04:15:00,1.0,0.0,0.0,0.535965138516363,0.0,0.0,-0.0,WEATHER_RELATED,MEDIUM
SOLAR_01,2026-01-01 04:30:00,1.0,0.0,0.0,0.5336583822464009,0.0,0.0,-0.0,WEATHER_RELATED,MEDIUM
SOLAR_01,2026-01-01 04:45:00,1.0,0.0,0.0,0.5417129232596194,0.0,0.0,-0.0,WEATHER_RELATED,LOW
SOLAR_01,2026-01-01 05:00:00,1.0,0.0,0.0,0.5380961037187615,0.0,0.0,-0.0,WEATHER_RELATED,MEDIUM
SOLAR_01,2026-01-01 05:15:00,1.0,0.0,0.0,0.5334610459007744,0.0,0.0,-0.0,WEATHER_RELATED,LOW
SOLAR_01,2026-01-01 05:30:00,1.0,0.0,0.0,0.540710079609832,0.0,0.0,-0.0,WEATHER_RELATED,MEDIUM
SOLAR_01,2026-01-01 05:45:00,1.0,0.0,0.0,0.5337238698863727,0.0,0.0,-0.0,WEATHER_RELATED,LOW
SOLAR_01,2026-01-01 06:00:00,1.0,0.0,0.0,0.6152070176466549,0.0,0.0,-0.0,WEATHER_RELATED,LOW
SOLAR_01,2026-01-01 06:15:00,1.0,0.0,0.0,0.6261879065187698,0.0,0.0,-0.0,WEATHER_RELATED,LOW
SOLAR_01,2026-01-01 06:30:00,1.0,0.0,0.0,0.6270845619874585,0.0,0.0,-0.0,WEATHER_RELATED,MEDIUM
SOLAR_01,2026-01-01 06:45:00,1.0,0.0,0.0,0.6352633193555054,0.0,0.0,-0.0,WEATHER_RELATED,LOW
SOLAR_01,2026-01-01 07:00:00,1.0,0.0,0.0,0.64687567352148,0.0,0.0,-0.0,WEATHER_RELATED,MEDIUM
SOLAR_01,2026-01-01 07:15:00,1.0043825733591958,0.0002757686731759,0.007114597697002734,0.6668716263574762,0.0,0.0,-0.0,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-01 07:30:00,1.0052922332237433,0.0007087257664229,0.004972349516779273,0.6671039445802104,0.0,0.0,-0.0,WEATHER_RELATED,LOW
SOLAR_01,2026-01-01 07:45:00,1.0076375095240988,0.0016175210326542,0.01026108359358835,0.6934738265474286,0.0,0.0,-0.0,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-01 08:00:00,1.0158886303181331,0.0044745161710749,0.01025576153865626,0.7024034187136904,0.0,0.0,-0.0,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-01 08:15:00,0.9840588617146412,-0.0055808361105978,-0.0104176178473393,0.68991370806981,0.0,0.0146999380428597,-0.0,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-01 08:30:00,1.002732344133419,0.0011304183467172,0.005986332533177485,0.7091348031227904,0.0,0.0,-0.0,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-01 08:45:00,0.9912308944976342,-0.004265395381974,-0.00891616193931255,0.7256373292808449,0.0,0.0093516004838724,-0.0,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-01 09:00:00,0.9954039091440772,-0.0022206422616703,-0.006033458779791445,0.736535586691839,0.0,0.0023206360359508,0.000227677986462,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-01 09:15:00,1.0078806296398106,0.0043332704836687,0.003400247168982018,0.7469179783529623,0.0,0.0,0.0005361005228051,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-01 09:30:00,0.9935198062740612,-0.0037943855633062,0.0009372697256764262,0.7645366652993757,0.0,0.0070775967199833,-0.0,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-01 09:45:00,1.0107997421239443,0.0069147976231893,0.015619149629644391,0.7698392447840066,0.0,0.0,0.0004612553949769,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-01 10:00:00,0.9831382552536904,-0.0113497034899527,-0.016910830149348466,0.6910153221248038,0.0,0.0253159271208462,-0.0,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-01 10:15:00,1.002174162100456,0.0015707902106321,0.0025259978351871437,0.6834889094232945,0.0,0.0,0.0010772145431385,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-01 10:30:00,0.9989388708312226,-0.0008199051001694,0.0007390456762507158,0.6725275362338624,0.0,0.0,0.0008590492361063,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-01 10:45:00,0.9810604524216648,-0.0142213727142373,-0.020002543950100593,0.6808450036462276,0.0,0.0266007350503242,0.0009729249444632,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-01 11:00:00,0.9807288730260618,-0.0144009763051975,-0.012809201304253337,0.6808626397075019,0.0,0.0163918570635313,0.0029481155992183,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-01 11:15:00,0.9912813829028524,-0.0066293986412797,-0.011518926604956015,0.6992457953539469,0.0,0.0,0.0049482511971624,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-01 11:30:00,1.0161021162671826,0.0137604933980537,0.010508534577208462,0.6889781442080474,0.0,0.0,0.0058690010084513,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-01 11:45:00,0.9917284308679226,-0.0072120226171681,-0.01245800572609812,0.7311814775394063,0.0,0.003678418103006,0.0039578213698327,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-01 12:00:00,1.0104604252686988,0.0083147301230529,0.014869156501399972,0.709435995214696,0.0,0.0,0.0049594911777727,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-01 12:15:00,1.0194400425529149,0.0159941082648837,0.01587543777308409,0.7055090773239735,0.0,0.0,0.0038046675495709,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-01 12:30:00,1.0059684120846426,0.0046126691431258,0.00195921767958418,0.7156354959638086,0.0,0.0062033162981594,0.0015832636238926,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-01 12:45:00,0.982951862589416,-0.0123584133490765,-0.020016127784223015,0.6997544085671443,0.0,0.0355715691551003,0.0009426151317918,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-01 13:00:00,1.0048053039120617,0.0034291701365391,0.008229692676572808,0.7073966119455497,0.0,0.0014232068179146,0.0026590614302747,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-01 13:15:00,1.0164370873797537,0.0119368066267026,0.006832806837595573,0.7181926027261024,0.0,0.0,0.0021827878001998,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-01 13:30:00,0.995235634265241,-0.0037745849547891,-0.0108628026975931,0.7306155267531625,0.0,0.0113592861882237,0.0005631991955433,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-01 13:45:00,1.0139858956270962,0.0105225185316613,0.01240639759648432,0.7321621029602392,0.0,0.0,0.0011858812401561,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-01 14:00:00,1.0140872600127415,0.0108115281675017,0.011559406626409752,0.7251507522371475,0.0,0.0,-0.0,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-01 14:15:00,0.9956897618039892,-0.0031570900564018,-0.006842075732953812,0.7222759249912897,0.0,0.021062314298342,-0.0,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-01 14:30:00,1.019201303011419,0.0141297431957555,0.020862555806289484,0.7197659847496435,0.0,0.0,-0.0,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-01 14:45:00,1.0067023095408412,0.0047227745710436,0.016565238561494944,0.715585365404742,0.0,0.006707800777171,-0.0,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-01 15:00:00,1.0119764159563618,0.0080563260627622,0.009545757257413356,0.7106750372023611,0.0,0.0,-0.0,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-01 15:15:00,0.998501388645326,-0.0009318597423652,-0.002216492855162455,0.7144376266817758,0.0,0.0137395963713102,-0.0,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-01 15:30:00,0.9928831666233268,-0.0043173112432546,-0.0035495426491454207,0.6914099243109204,0.0,0.0216231145301074,-0.0,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-01 15:45:00,0.9913510362319488,-0.0045887015171635,-0.010023401920642327,0.6952582705283364,0.0,0.01294236785842,-0.0,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-01 16:00:00,1.015870616985057,0.0076645801546955,0.015828450945559513,0.7262605340119509,0.0,0.0,-0.0,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-01 16:15:00,1.002864507578796,0.0013028756606434,0.005816213312794027,0.7302972152845512,0.0,0.0,-0.0,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-01 16:30:00,0.9820729414728973,-0.0071857190340729,-0.010583935459054561,0.7125664094166079,0.0,0.0144021595956062,-0.0,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-01 16:45:00,1.0132247763115094,0.0044212551843485,0.0080888793773084,0.7171567353063206,0.0,0.0,-0.0,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-01 17:00:00,1.0125829888092552,0.0033927521709033,0.008374232155548889,0.7000206792788847,0.0,0.0,-0.0,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-01 17:15:00,0.9953556488549284,-0.0009054627903419,-0.008076913502988559,0.6891486534927448,0.0,0.002776507571595,-0.0,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-01 17:30:00,0.992468882711822,-0.0009855117413426,-0.00533137265838135,0.7038345549037117,0.0,0.0018324362481037,-0.0,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-01 17:45:00,0.9891700558093056,-0.0007079816706223,-0.014492350996506365,0.6908978922140914,0.0,0.0043774797530284,-0.0,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-01 18:00:00,1.0,0.0,0.0,0.6756291035380624,0.0,0.0003968979842981,-0.0,WEATHER_RELATED,LOW
SOLAR_01,2026-01-01 18:15:00,1.0,0.0,0.0,0.6810811971168323,0.0,0.0,-0.0,WEATHER_RELATED,MEDIUM
SOLAR_01,2026-01-01 18:30:00,1.0,0.0,0.0,0.6918579305013678,0.0,0.0,-0.0,WEATHER_RELATED,LOW
SOLAR_01,2026-01-01 18:45:00,1.0,0.0,0.0,0.6833193901186149,0.0,0.0,-0.0,WEATHER_RELATED,LOW
SOLAR_01,2026-01-01 19:00:00,1.0,0.0,0.0,0.6810326513131141,0.0,0.0,-0.0,WEATHER_RELATED,LOW
SOLAR_01,2026-01-01 19:15:00,1.0,0.0,0.0,0.689148313144791,0.0,0.0,-0.0,WEATHER_RELATED,LOW
SOLAR_01,2026-01-01 19:30:00,1.0,0.0,0.0,0.683269628505072,0.0,0.0,-0.0,WEATHER_RELATED,LOW
SOLAR_01,2026-01-01 19:45:00,1.0,0.0,0.0,0.6973697055030775,0.0,0.0,-0.0,WEATHER_RELATED,MEDIUM
SOLAR_01,2026-01-01 20:00:00,1.0,0.0,0.0,0.6945444448194941,0.0,0.0,-0.0,WEATHER_RELATED,MEDIUM
SOLAR_01,2026-01-01 20:15:00,1.0,0.0,0.0,0.6868343986498874,0.0,0.0,-0.0,WEATHER_RELATED,LOW
SOLAR_01,2026-01-01 20:30:00,1.0,0.0,0.0,0.6869503670454061,0.0,0.0,-0.0,WEATHER_RELATED,MEDIUM
SOLAR_01,2026-01-01 20:45:00,1.0,0.0,0.0,0.6819652122293194,0.0,0.0,-0.0,WEATHER_RELATED,MEDIUM
SOLAR_01,2026-01-01 21:00:00,1.0,0.0,0.0,0.6675622631279858,0.0,0.0,-0.0,WEATHER_RELATED,LOW
SOLAR_01,2026-01-01 21:15:00,1.0,0.0,0.0,0.64674007265931,0.0,0.0,0.0003945950789684,WEATHER_RELATED,LOW
SOLAR_01,2026-01-01 21:30:00,1.0,0.0,0.0,0.6340651415675613,0.0,0.0,0.000265170114751,WEATHER_RELATED,LOW
SOLAR_01,2026-01-01 21:45:00,1.0,0.0,0.0,0.6411456628116011,0.0,0.0,-0.0,WEATHER_RELATED,MEDIUM
SOLAR_01,2026-01-01 22:00:00,1.0,0.0,0.0,0.6381945792166307,0.0,0.0,-0.0,WEATHER_RELATED,LOW
SOLAR_01,2026-01-01 22:15:00,1.0,0.0,0.0,0.6178809950415565,0.0,0.0,9.274891951175382e-05,WEATHER_RELATED,LOW
SOLAR_01,2026-01-01 22:30:00,1.0,0.0,0.0,0.6082316245401821,0.0,0.0,0.0002737038723788,WEATHER_RELATED,LOW
SOLAR_01,2026-01-01 22:45:00,1.0,0.0,0.0,0.6014649021342768,0.0,0.0,-0.0,WEATHER_RELATED,LOW
SOLAR_01,2026-01-01 23:00:00,1.0,0.0,0.0,0.5990990086021035,0.0,0.0,-0.0,WEATHER_RELATED,LOW
SOLAR_01,2026-01-01 23:15:00,1.0,0.0,0.0,0.5971606601318666,0.0,0.0,0.0003609661392092,WEATHER_RELATED,LOW
SOLAR_01,2026-01-01 23:30:00,1.0,0.0,0.0,0.5836208266850231,0.0,0.0,0.0002352074183284,WEATHER_RELATED,MEDIUM
SOLAR_01,2026-01-01 23:45:00,1.0,0.0,0.0,0.5898829869219872,0.0,0.0,9.833078758644294e-05,WEATHER_RELATED,LOW
SOLAR_01,2026-01-02 00:00:00,1.0,0.0,0.0,0.5680035105361776,0.0,0.0,-0.0,WEATHER_RELATED,MEDIUM
SOLAR_01,2026-01-02 00:15:00,1.0,0.0,0.0,0.5588105847070475,0.0,0.0,-0.0,WEATHER_RELATED,MEDIUM
SOLAR_01,2026-01-02 00:30:00,1.0,0.0,0.0,0.5754254576373155,0.0,0.0,-0.0,WEATHER_RELATED,LOW
SOLAR_01,2026-01-02 00:45:00,1.0,0.0,0.0,0.5640201853220105,0.0,0.0,-0.0,WEATHER_RELATED,MEDIUM
SOLAR_01,2026-01-02 01:00:00,1.0,0.0,0.0,0.5825877190282209,0.0,0.0,-0.0,WEATHER_RELATED,LOW
SOLAR_01,2026-01-02 01:15:00,1.0,0.0,0.0,0.5708148890017709,0.0,0.0,-0.0,WEATHER_RELATED,LOW
SOLAR_01,2026-01-02 01:30:00,1.0,0.0,0.0,0.5597711397874369,0.0,0.0,-0.0,WEATHER_RELATED,MEDIUM
SOLAR_01,2026-01-02 01:45:00,1.0,0.0,0.0,0.5677020417208993,0.0,0.0,-0.0,WEATHER_RELATED,LOW
SOLAR_01,2026-01-02 02:00:00,1.0,0.0,0.0,0.5648923845474354,0.0,0.0,-0.0,WEATHER_RELATED,LOW
SOLAR_01,2026-01-02 02:15:00,1.0,0.0,0.0,0.5682721198584155,0.0,0.0,-0.0,WEATHER_RELATED,LOW
SOLAR_01,2026-01-02 02:30:00,1.0,0.0,0.0,0.5672597898137917,0.0,0.0,-0.0,WEATHER_RELATED,LOW
SOLAR_01,2026-01-02 02:45:00,1.0,0.0,0.0,0.5639552344426603,0.0,0.0,-0.0,WEATHER_RELATED,MEDIUM
SOLAR_01,2026-01-02 03:00:00,1.0,0.0,0.0,0.5672206022449303,0.0,0.0,-0.0,WEATHER_RELATED,LOW
SOLAR_01,2026-01-02 03:15:00,1.0,0.0,0.0,0.5717507679752245,0.0,0.0,-0.0,WEATHER_RELATED,MEDIUM
SOLAR_01,2026-01-02 03:30:00,1.0,0.0,0.0,0.5873336065752062,0.0,0.0,-0.0,WEATHER_RELATED,LOW
SOLAR_01,2026-01-02 03:45:00,1.0,0.0,0.0,0.5685786273420178,0.0,0.0,-0.0,WEATHER_RELATED,LOW
SOLAR_01,2026-01-02 04:00:00,1.0,0.0,0.0,0.5645022124492257,0.0,0.0,-0.0,WEATHER_RELATED,LOW
SOLAR_01,2026-01-02 04:15:00,1.0,0.0,0.0,0.5732747871257549,0.0,0.0,-0.0,WEATHER_RELATED,LOW
SOLAR_01,2026-01-02 04:30:00,1.0,0.0,0.0,0.5671253429701298,0.0,0.0,-0.0,WEATHER_RELATED,MEDIUM
SOLAR_01,2026-01-02 04:45:00,1.0,0.0,0.0,0.5630649094071762,0.0,0.0,-0.0,WEATHER_RELATED,LOW
SOLAR_01,2026-01-02 05:00:00,1.0,0.0,0.0,0.5707692724651641,0.0,0.0,-0.0,WEATHER_RELATED,MEDIUM
SOLAR_01,2026-01-02 05:15:00,1.0,0.0,0.0,0.5529487305754921,0.0,0.0,-0.0,WEATHER_RELATED,MEDIUM
SOLAR_01,2026-01-02 05:30:00,1.0,0.0,0.0,0.5717751735366485,0.0,0.0,-0.0,WEATHER_RELATED,LOW
SOLAR_01,2026-01-02 05:45:00,1.0,0.0,0.0,0.5636863149319566,0.0,0.0,-0.0,WEATHER_RELATED,MEDIUM
SOLAR_01,2026-01-02 06:00:00,1.0,0.0,0.0,0.6262742065207659,0.0,0.0,-0.0,WEATHER_RELATED,LOW
SOLAR_01,2026-01-02 06:15:00,1.0,0.0,0.0,0.6304072331235485,0.0,0.0,-0.0,WEATHER_RELATED,LOW
SOLAR_01,2026-01-02 06:30:00,1.0,0.0,0.0,0.6459239772220996,0.0,0.0,-0.0,WEATHER_RELATED,LOW
SOLAR_01,2026-01-02 06:45:00,1.0,0.0,0.0,0.6520507314440712,0.0,0.0,-0.0,WEATHER_RELATED,LOW
SOLAR_01,2026-01-02 07:00:00,1.0,0.0,0.0,0.6667567320247296,0.0,0.0,-0.0,WEATHER_RELATED,LOW
SOLAR_01,2026-01-02 07:15:00,1.010687531557245,0.0007149775850619,0.003125792427589813,0.6761182514952273,0.0,0.0,-0.0,WEATHER_RELATED,LOW
SOLAR_01,2026-01-02 07:30:00,0.9893443100419964,-0.0014965764106015,-0.00461167026501208,0.6776754713074029,0.0,0.003350641613734,-0.0,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-02 07:45:00,1.0045364555684284,0.0009759655524092,0.0005653616620904245,0.6958132194880681,0.0,0.0,0.000108555392436,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-02 08:00:00,1.0187641052056324,0.0053351095066737,0.009792865945178697,0.7080783752491641,0.0,0.0,-0.0,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-02 08:15:00,0.9836594734959102,-0.0057841868733566,-0.01773027478407896,0.7237338941929208,0.0,0.0143331118634851,-0.0,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-02 08:30:00,0.9998350294031508,-6.99176554831012e-05,0.0037836848022514413,0.7347780096210913,0.0,0.0,3.5376477751824275e-05,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-02 08:45:00,1.0118970408642771,0.005593686657025,0.0004361735882898454,0.7509675763299245,0.0,0.0,4.508726323558833e-05,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-02 09:00:00,0.9851547946989376,-0.0081411464535034,-0.014967592475390923,0.7613112160641701,0.0,0.0188196387244364,-0.0,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-02 09:15:00,1.0111938158060458,0.0067160823622101,0.007900584572352987,0.7682690396972708,0.0,0.0,0.0003989011238575,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-02 09:30:00,1.003286818407051,0.0021427726423607,0.00035523944679094477,0.7882351962643409,0.0,0.0,-0.0,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-02 09:45:00,1.0073318150642605,0.0048754523117351,0.005481697891005055,0.8239956539085829,0.0,0.0,-0.0,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-02 10:00:00,0.986042315671236,-0.0106428759149834,-0.013843392832391332,0.7193751756313852,0.0,0.0240823322613681,-0.0,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-02 10:15:00,1.0145743299935852,0.0112777844948002,0.006997615854276162,0.7175216540948,0.0,0.0,-0.0,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-02 10:30:00,0.999260894060502,-0.0005944438428854,0.005658145783793644,0.7418954644795208,0.0,0.0050154544527271,-0.0,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-02 10:45:00,0.9956997422562672,-0.0035201790414626,-0.006428389752187291,0.7254138360765716,0.0,0.0094983166072586,-0.0,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-02 11:00:00,1.008098598821764,0.0068070535966192,0.013405772473605748,0.7268505920009889,0.0,0.0,-0.0,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-02 11:15:00,0.9866993032903628,-0.0123365554497088,-0.010519061974259447,0.7617200642803595,0.0,0.0316582185029534,-0.0,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-02 11:30:00,1.015792666242421,0.015350409940528,0.00991262995690323,0.7411499915098863,0.0,0.0,-0.0,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-02 11:45:00,0.987284716627548,-0.0119465215111136,-0.015403851665752644,0.7389090784151179,0.0,0.0270434075452152,-0.0,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-02 12:00:00,0.9985049182695728,-0.0014681865296425,-0.0053097442644872705,0.749851383891545,0.0,0.0018735663474475,-0.0,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-02 12:15:00,1.008820948760471,0.0087438199725224,0.009203557562263986,0.764613131990162,0.0,0.0,-0.0,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-02 12:30:00,0.9872390781083796,-0.0127609218916203,-0.00853286281537613,0.7450106965297161,0.0,0.0308616047193878,-0.0,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-02 12:45:00,1.0,0.0,0.007371930581476893,0.7434626278698392,0.0,0.0,3.172179894660895e-05,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-02 13:00:00,0.9867047686515328,-0.0123467963488029,-0.012783888085989292,0.7380291630778829,0.0,0.0219509484732356,3.172179894660895e-05,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-02 13:15:00,0.9815737416267404,-0.0174969096438303,-0.014232381134293037,0.7394874054203046,0.0,0.0268118701537102,0.0017465546251692,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-02 13:30:00,1.00062384114317,0.0005715697729335,0.00629809679248694,0.7389024852845617,0.0,0.0,0.0042759834069598,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-02 13:45:00,1.0077050380890469,0.006913897647732,-0.0007857985366037656,0.7326576781963465,0.0,0.0,0.0039887408814688,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-02 14:00:00,1.0060493190816595,0.0050723053687473,0.00311284400962597,0.7286412903317849,0.0,0.0,0.0031640280904518,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-02 14:15:00,1.0123138376776504,0.0097432397316406,0.007370028931416472,0.7313813986287659,0.0,0.0,0.0032005286651638,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-02 14:30:00,0.9949300716651736,-0.0038812493712569,-0.0021690555388726995,0.7216964631806029,0.0,0.0189130050030407,0.0010439416366919,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-02 14:45:00,1.0032068947690933,0.0024380806251626,-0.0035775857991224846,0.7218004685813673,0.0,0.0040479354381063,0.0015732932638827,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-02 15:00:00,1.0173774410722205,0.0118651202275927,0.021277435929799693,0.7419812633308248,0.0,0.0,0.0020115718794192,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-02 15:15:00,0.9872459739813872,-0.0088403527866751,-0.008652640149809598,0.7174882066999931,0.0,0.0277633011799199,-0.0,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-02 15:30:00,1.0040644728058532,0.0025851671373296,0.0016903878483220947,0.7068701210747727,0.0,0.0,0.0013935397221677,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-02 15:45:00,1.0067019959716588,0.0040033792124815,0.009413096721923586,0.7087228216578649,0.0,0.0,0.0013320960423109,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-02 16:00:00,0.9956362398362206,-0.0022795399389117,-0.006373886942246498,0.7327318804646379,0.0,0.0093657367731879,0.0014532173060961,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-02 16:15:00,0.9909664266623924,-0.0041053580148371,-0.0013580269818982416,0.7218477947484684,0.0,0.0059450428417864,0.000291642864975,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-02 16:30:00,1.0060350947618877,0.0023164633385928,0.0026697805072779524,0.7152278693556219,0.0,0.0,0.002428190435758,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-02 16:45:00,0.9880373475463624,-0.0039161388298622,-0.007879609868112758,0.7138576871392632,0.0,0.0077997499583872,0.0020238977716638,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-02 17:00:00,1.0136813317750568,0.0038027221001084,0.013956763135728245,0.7091288421131466,0.0,0.0,0.0020788921867193,GRID_CURTAILMENT,MEDIUM
SOLAR_01,2026-01-02 17:15:00,1.002152089628495,0.0004633131828542,0.0033535271617840534,0.6986569663838964,0.0,0.0,0.0024961604501236,GRID_CURTAILMENT,MEDIUM
