timestamp,asset_id,asset_type,zone_id,capacity_kw,expected_power_kw,actual_power_kw,performance_ratio,irradiance_wm2,ambient_temp_c,asset_temp_c,dc_voltage_v,dc_current_a,ac_voltage_v,ac_current_a,power_factor,wind_speed_ms,wind_direction_deg,fault_code,communication_status,maintenance_age_days,curtailment_command_kw,anomaly_ground_truth,root_cause_ground_truth,month,day_of_month,hour,minute,day_of_week,is_weekend,week_of_year,power_deviation_kw,power_deviation_pct,actual_power_lag_1,performance_ratio_lag_1,actual_power_lag_4,performance_ratio_lag_4,actual_power_lag_96,performance_ratio_lag_96,performance_ratio_rolling_mean_1h,performance_ratio_rolling_mean_6h,performance_ratio_rolling_std_6h,performance_ratio_change_15m,performance_ratio_change_1h,performance_ratio_change_24h
2026-01-01 02:45:00,SOLAR_01,solar,ZONE_A,156181.01782710437,0.0,0.0,1.0,0.0,15.3093414554646,15.3093414554646,1200,0.0,400,0.0,0.99,0.0,0.0,NONE,OK,100,0.0,0,,1,1,2,45,3,0,1,0.0,,0.0,1.0,0.0,1.0,,,1.0,,,0.0,0.0,
2026-01-01 03:00:00,SOLAR_01,solar,ZONE_A,156181.01782710437,0.0,0.0,1.0,0.0,16.94839063719933,16.94839063719933,1200,0.0,400,0.0,0.99,0.0,0.0,NONE,OK,100,0.0,0,,1,1,3,0,3,0,1,0.0,,0.0,1.0,0.0,1.0,,,1.0,,,0.0,0.0,
2026-01-01 03:15:00,SOLAR_01,solar,ZONE_A,156181.01782710437,0.0,0.0,1.0,0.0,12.87671043518406,12.87671043518406,1200,0.0,400,0.0,0.99,0.0,0.0,NONE,OK,100,0.0,0,,1,1,3,15,3,0,1,0.0,,0.0,1.0,0.0,1.0,,,1.0,,,0.0,0.0,
2026-01-01 03:30:00,SOLAR_01,solar,ZONE_A,156181.01782710437,0.0,0.0,1.0,0.0,13.506357189930334,13.506357189930334,1200,0.0,400,0.0,0.99,0.0,0.0,NONE,OK,100,0.0,0,,1,1,3,30,3,0,1,0.0,,0.0,1.0,0.0,1.0,,,1.0,,,0.0,0.0,
2026-01-01 03:45:00,SOLAR_01,solar,ZONE_A,156181.01782710437,0.0,0.0,1.0,0.0,16.097573776420045,16.097573776420045,1200,0.0,400,0.0,0.99,0.0,0.0,NONE,OK,100,0.0,0,,1,1,3,45,3,0,1,0.0,,0.0,1.0,0.0,1.0,,,1.0,,,0.0,0.0,
2026-01-01 04:00:00,SOLAR_01,solar,ZONE_A,156181.01782710437,0.0,0.0,1.0,0.0,15.474337759331153,15.474337759331153,1200,0.0,400,0.0,0.99,0.0,0.0,NONE,OK,100,0.0,0,,1,1,4,0,3,0,1,0.0,,0.0,1.0,0.0,1.0,,,1.0,,,0.0,0.0,
2026-01-01 04:15:00,SOLAR_01,solar,ZONE_A,156181.01782710437,0.0,0.0,1.0,0.0,18.41705121409554,18.41705121409554,1200,0.0,400,0.0,0.99,0.0,0.0,NONE,OK,100,0.0,0,,1,1,4,15,3,0,1,0.0,,0.0,1.0,0.0,1.0,,,1.0,,,0.0,0.0,
2026-01-01 04:30:00,SOLAR_01,solar,ZONE_A,156181.01782710437,0.0,0.0,1.0,0.0,16.270534687132127,16.270534687132127,1200,0.0,400,0.0,0.99,0.0,0.0,NONE,OK,100,0.0,0,,1,1,4,30,3,0,1,0.0,,0.0,1.0,0.0,1.0,,,1.0,,,0.0,0.0,
2026-01-01 04:45:00,SOLAR_01,solar,ZONE_A,156181.01782710437,0.0,0.0,1.0,0.0,15.568195270813607,15.568195270813607,1200,0.0,400,0.0,0.99,0.0,0.0,NONE,OK,100,0.0,0,,1,1,4,45,3,0,1,0.0,,0.0,1.0,0.0,1.0,,,1.0,,,0.0,0.0,
2026-01-01 05:00:00,SOLAR_01,solar,ZONE_A,156181.01782710437,0.0,0.0,1.0,0.0,21.637202312330505,21.637202312330505,1200,0.0,400,0.0,0.99,0.0,0.0,NONE,OK,100,0.0,0,,1,1,5,0,3,0,1,0.0,,0.0,1.0,0.0,1.0,,,1.0,,,0.0,0.0,
2026-01-01 05:15:00,SOLAR_01,solar,ZONE_A,156181.01782710437,0.0,0.0,1.0,0.0,18.57299578894629,18.57299578894629,1200,0.0,400,0.0,0.99,0.0,0.0,NONE,OK,100,0.0,0,,1,1,5,15,3,0,1,0.0,,0.0,1.0,0.0,1.0,,,1.0,,,0.0,0.0,
2026-01-01 05:30:00,SOLAR_01,solar,ZONE_A,156181.01782710437,0.0,0.0,1.0,0.0,19.482425448275592,19.482425448275592,1200,0.0,400,0.0,0.99,0.0,0.0,NONE,OK,100,0.0,0,,1,1,5,30,3,0,1,0.0,,0.0,1.0,0.0,1.0,,,1.0,,,0.0,0.0,
2026-01-01 05:45:00,SOLAR_01,solar,ZONE_A,156181.01782710437,0.0,0.0,1.0,0.0,16.82348798142237,16.82348798142237,1200,0.0,400,0.0,0.99,0.0,0.0,NONE,OK,100,0.0,0,,1,1,5,45,3,0,1,0.0,,0.0,1.0,0.0,1.0,,,1.0,,,0.0,0.0,
2026-01-01 06:00:00,SOLAR_01,solar,ZONE_A,156181.01782710437,0.0,0.0,1.0,0.0,18.91123455094964,18.91123455094964,1200,0.0,400,0.0,0.99,0.0,0.0,NONE,OK,100,0.0,0,,1,1,6,0,3,0,1,0.0,,0.0,1.0,0.0,1.0,,,1.0,1.0,0.0,0.0,0.0,
2026-01-01 06:15:00,SOLAR_01,solar,ZONE_A,156181.01782710437,0.0,0.0,1.0,0.0,20.548860825570447,20.548860825570447,1200,0.0,400,0.0,0.99,0.0,0.0,NONE,OK,100,0.0,0,,1,1,6,15,3,0,1,0.0,,0.0,1.0,0.0,1.0,,,1.0,1.0,0.0,0.0,0.0,
2026-01-01 06:30:00,SOLAR_01,solar,ZONE_A,156181.01782710437,0.0,0.0,1.0,0.0,18.35064380625565,18.35064380625565,1200,0.0,400,0.0,0.99,0.0,0.0,NONE,OK,100,0.0,0,,1,1,6,30,3,0,1,0.0,,0.0,1.0,0.0,1.0,,,1.0,1.0,0.0,0.0,0.0,
2026-01-01 06:45:00,SOLAR_01,solar,ZONE_A,156181.01782710437,0.0,0.0,1.0,0.0,21.726847646771983,21.726847646771983,1200,0.0,400,0.0,0.99,0.0,0.0,NONE,OK,100,0.0,0,,1,1,6,45,3,0,1,0.0,,0.0,1.0,0.0,1.0,,,1.0,1.0,0.0,0.0,0.0,
2026-01-01 07:00:00,SOLAR_01,solar,ZONE_A,156181.01782710437,0.0,0.0,1.0,0.0,20.092817845675,20.092817845675,1200,0.0,400,0.0,0.99,0.0,0.0,NONE,OK,100,0.0,0,,1,1,7,0,3,0,1,0.0,,0.0,1.0,0.0,1.0,,,1.0,1.0,0.0,0.0,0.0,
2026-01-01 07:15:00,SOLAR_01,solar,ZONE_A,156181.01782710437,9827.521077558764,9870.590909620209,1.0043825733591958,61.93879323404002,21.023809826929256,21.979759507087163,1200,13277.078891082034,400,22997.24981134302,0.99,0.0,0.0,NONE,OK,100,9827.521077558764,0,,1,1,7,15,3,0,1,-43.069832061444686,-0.004382573359195846,0.0,1.0,0.0,1.0,,,1.0,1.0,0.0,0.004382573359195785,0.004382573359195785,
2026-01-01 07:30:00,SOLAR_01,solar,ZONE_A,156181.01782710437,20915.463638984787,21026.15315054502,1.0052922332237433,131.65882684388805,20.710003937366658,22.71878809130293,1200,27899.77991578156,400,48325.25389569555,0.99,0.0,0.0,NONE,OK,100,20915.463638984787,0,,1,1,7,30,3,0,1,-110.68951156023104,-0.0052922332237433384,9870.590909620209,1.0043825733591958,0.0,1.0,,,1.001095643339799,1.0001826072232998,0.0008945890408620802,0.0009096598645474963,0.005292233223743281,
2026-01-01 07:45:00,SOLAR_01,solar,ZONE_A,156181.01782710437,33077.02339873779,33329.64947997448,1.0076375095240986,212.56528955297665,25.915999820112884,29.07197000588524,1200,43832.91924683824,400,75923.07028898079,0.99,0.0,0.0,NONE,OK,100,33077.02339873779,0,,1,1,7,45,3,0,1,-252.62608123669634,-0.007637509524098729,21026.15315054502,1.0052922332237433,0.0,1.0,,,1.0024187016457349,1.0004031169409557,0.0013723132376166536,0.0023452763003553034,0.007637509524098585,
2026-01-01 08:00:00,SOLAR_01,solar,ZONE_A,156181.01782710437,43983.30604273509,44682.14053261741,1.0158886303181331,278.7993907738433,22.47300555052413,26.821239505210805,1200,60392.13825953712,400,104605.32031097652,0.99,0.0,0.0,NONE,OK,100,43983.30604273509,0,,1,1,8,0,3,0,1,-698.834489882327,-0.01588863031813309,33329.64947997448,1.0076375095240986,0.0,1.0,,,1.0043280790267595,1.00072134650446,0.0020114677181428103,0.008251120794034561,0.015888630318133146,
2026-01-01 08:15:00,SOLAR_01,solar,ZONE_A,156181.01782710437,54677.4420042498,53805.821340170376,0.9840588617146412,344.1196160656552,20.66242930718621,25.74465726231574,1200,70586.49937679905,400,122262.98968267736,0.99,0.0,0.0,NONE,OK,100,54677.4420042498,0,,1,1,8,15,3,0,1,871.6206640794262,0.015941138285358696,44682.14053261741,1.0158886303181331,9870.590909620209,1.0043825733591958,,,1.0083002366062928,1.0013833727677155,0.003683485599462278,-0.03182976860349196,-0.0203237116445546,
2026-01-01 08:30:00,SOLAR_01,solar,ZONE_A,156181.01782710437,64614.80667876843,64791.35656672916,1.0027323441334188,413.2032180574979,24.68889696924997,30.95339160861769,1200,87006.86999121815,400,150704.74016954645,0.99,0.0,0.0,NONE,OK,100,64614.80667876843,0,,1,1,8,30,3,0,1,-176.54988796073303,-0.002732344133418958,53805.821340170376,0.9840588617146412,21026.15315054502,1.0052922332237433,,,1.003219308695154,1.0007191586724922,0.005106271318869257,0.018673482418777643,-0.002559889090324452,
2026-01-01 08:45:00,SOLAR_01,solar,ZONE_A,156181.01782710437,75968.27202181723,75302.0982296255,0.9912308944976342,478.4785897795573,20.8550417755583,28.291503016168484,1200,103284.18389736372,400,178898.70190074545,0.99,0.0,0.0,NONE,OK,100,75968.27202181723,0,,1,1,8,45,3,0,1,666.1737921917374,0.008769105502365775,64791.35656672916,1.0027323441334188,33329.64947997448,1.0076375095240986,,,1.0025793364225728,1.000833006344718,0.005119981366594883,-0.011501449635784589,-0.016406615026464344,
2026-01-01 09:00:00,SOLAR_01,solar,ZONE_A,156181.01782710437,75460.25079347819,75113.42862482063,0.9954039091440772,481.14438275334703,23.95326109594225,31.318738112812824,1200,102298.2919009802,400,177191.0367799888,0.99,0.0,0.0,NONE,OK,100,75460.25079347819,0,,1,1,9,0,3,0,1,346.8221686575562,0.00459609085592293,75302.0982296255,0.9912308944976342,44682.14053261741,1.0158886303181331,,,0.9984776826659569,1.000467626948786,0.005482102949997971,0.00417301464644293,-0.020484721174055975,
2026-01-01 09:15:00,SOLAR_01,solar,ZONE_A,156181.01782710437,85878.23887074563,86555.01346540517,1.0078806296398106,538.7435152919495,19.839858789635336,28.23129669026984,1200,116547.74861992356,400,201872.54379894384,0.99,0.0,0.0,NONE,OK,100,85878.23887074563,0,,1,1,9,15,3,0,1,-676.7745946595387,-0.00788062963981067,75113.42862482063,0.9954039091440772,53805.821340170376,0.9840588617146412,,,0.9933565023724429,1.0002761231631225,0.005578576285549496,0.012476720495733451,0.023821767925169435,
2026-01-01 09:30:00,SOLAR_01,solar,ZONE_A,156181.01782710437,91449.58073298956,90856.96973368392,0.9935198062740614,577.0199192727594,21.310394603659315,30.12822276872766,1200,122469.83562594924,400,212130.2002758936,0.99,0.0,0.0,NONE,OK,100,91449.58073298956,0,,1,1,9,30,3,0,1,592.6109993056452,0.006480193725938718,86555.01346540517,1.0078806296398106,64791.35656672916,1.0027323441334188,,,0.9993119443537352,1.000604482731448,0.0057895573240744225,-0.014360823365749176,-0.009212537859357384,
2026-01-01 09:45:00,SOLAR_01,solar,ZONE_A,156181.01782710437,99998.69612291265,101078.6562537708,1.0107997421239443,639.1266361586257,24.55107053325097,34.26053256563682,1200,134853.63933869242,400,233580.2067067421,0.99,0.0,0.0,NONE,OK,100,99998.69612291265,0,,1,1,9,45,3,0,1,-1079.9601308581477,-0.010799742123944524,90856.96973368392,0.9935198062740614,75302.0982296255,0.9912308944976342,,,0.9970088098888958,1.000334474659534,0.005967352988009973,0.017279935849882855,0.01956884762631006,
2026-01-01 10:00:00,SOLAR_01,solar,ZONE_A,156181.01782710437,105126.02757105706,103353.4193279604,0.9831382552536906,675.283720672303,25.80706017891301,35.905734163088184,1200,140259.36089132185,400,242943.4657470933,0.99,0.0,0.0,NONE,OK,100,105126.02757105706,0,,1,1,10,0,3,0,1,1772.6082430966635,0.016861744746309543,101078.6562537708,1.0107997421239443,75113.42862482063,0.9954039091440772,,,1.0019010217954736,1.0007844639146983,0.006336794281469279,-0.027661486870253715,-0.012265653890386585,
2026-01-01 10:15:00,SOLAR_01,solar,ZONE_A,156181.01782710437,112837.7749929138,113083.10260680318,1.002174162100456,721.9814034537193,24.82710027004338,35.88440467822019,1200,153573.67233578904,400,266005.20612434595,0.99,0.0,0.0,NONE,OK,100,112837.7749929138,0,,1,1,10,15,3,0,1,-245.32761388938525,-0.0021741621004560912,103353.4193279604,0.9831382552536906,86555.01346540517,1.0078806296398106,,,0.9988346083228767,1.0000818912169354,0.00729052635896982,0.019035906846765482,-0.005706467539354554,
2026-01-01 10:30:00,SOLAR_01,solar,ZONE_A,156181.01782710437,120676.74401378256,120548.69040071646,0.9989388708312226,770.7857138839847,24.388101097779952,36.081304267395055,1200,162405.5995779876,400,281303.0015785005,0.99,0.0,0.0,NONE,OK,100,120676.74401378256,0,,1,1,10,30,3,0,1,128.05361306610575,0.00106112916877738,113083.10260680318,1.002174162100456,90856.96973368392,0.9935198062740614,,,0.9974079914380382,1.0001724813044544,0.007302961725970685,-0.003235291269233498,0.005419064557161124,
2026-01-01 10:45:00,SOLAR_01,solar,ZONE_A,156181.01782710437,117273.57563434658,115052.46716893838,0.9810604524216648,748.2856669453071,24.13244325629695,35.15772216439126,1200,153128.8737235321,400,265234.7697289818,0.99,0.0,0.0,NONE,OK,100,117273.57563434658,0,,1,1,10,45,3,0,1,2221.1084654081933,0.018939547578335155,120548.69040071646,0.9989388708312226,101078.6562537708,1.0107997421239443,,,0.9987627575773285,1.0001282675890886,0.007307262253845943,-0.017878418409557728,-0.02973928970227946,
2026-01-01 11:00:00,SOLAR_01,solar,ZONE_A,156181.01782710437,116711.34439057346,114462.1852535237,0.9807288730260618,738.0497675892256,21.872585150710485,32.97810850138438,1200,154243.37987047085,400,267165.2076278364,0.99,0.0,0.0,NONE,OK,100,116711.34439057346,0,,1,1,11,0,3,0,1,2249.1591370497626,0.019271126973938128,115052.46716893838,0.9810604524216648,103353.4193279604,0.9831382552536906,,,0.9913279351517585,0.9993391197733247,0.008279699894663017,-0.0003315793956030211,-0.0024093822276287646,
2026-01-01 11:15:00,SOLAR_01,solar,ZONE_A,156181.01782710437,118755.78613441205,117720.39990703536,0.9912813829028524,755.7302379307629,23.46423798522673,34.647526435383874,1200,155323.4506966269,400,269036.00005189417,0.99,0.0,0.0,NONE,OK,100,118755.78613441205,0,,1,1,11,15,3,0,1,1035.3862273766863,0.00871861709714758,114462.1852535237,0.9807288730260618,113083.10260680318,1.002174162100456,,,0.9907255895948514,0.9985361561494107,0.009106040530565171,0.010552509876790572,-0.010892779197603675,
2026-01-01 11:30:00,SOLAR_01,solar,ZONE_A,156181.01782710437,133468.6589669761,135617.7868316873,1.0161021162671826,851.293930288278,24.035946764949475,36.81535074186432,1200,177491.721901595,400,307433.6984438713,0.99,0.0,0.0,NONE,OK,100,133468.6589669761,0,,1,1,11,30,3,0,1,-2149.1278647111903,-0.01610211626718258,117720.39990703536,0.9912813829028524,120548.69040071646,0.9989388708312226,,,0.9880023947954504,0.9981728804370295,0.009218320698530357,0.024820733364330216,0.01716324543596004,
2026-01-01 11:45:00,SOLAR_01,solar,ZONE_A,156181.01782710437,136175.01286101725,135048.63182807583,0.9917284308679226,879.3036141088126,27.103539068630848,40.52593616357603,1200,186422.18187423865,400,322902.1625997205,0.99,0.0,0.0,NONE,OK,100,136175.01286101725,0,,1,1,11,45,3,0,1,1126.3810329414264,0.00827156913207735,135617.7868316873,1.0161021162671826,115052.46716893838,0.9810604524216648,,,0.9922932061544404,0.998843801948162,0.009916602054129859,-0.024373685399259992,0.010667978446257775,
2026-01-01 12:00:00,SOLAR_01,solar,ZONE_A,156181.01782710437,124144.38038785657,125442.98340143266,1.0104604252686988,797.0660523635214,25.68723657913692,37.29278916901241,1200,161188.23041493728,400,279194.3944831477,0.99,0.0,0.0,NONE,OK,100,124144.38038785657,0,,1,1,12,0,3,0,1,-1298.6030135760957,-0.010460425268698842,135048.63182807583,0.9917284308679226,114462.1852535237,0.9807288730260618,,,0.9949602007660048,0.9984991532343255,0.010017892343009652,0.01873199440077622,0.029731552242637016,
2026-01-01 12:15:00,SOLAR_01,solar,ZONE_A,156181.01782710437,128496.4321064151,130994.40821446155,1.0194400425529149,811.263335531219,21.46321430546755,33.94308102276691,1200,173331.48218471333,400,300227.7405046998,0.99,0.0,0.0,NONE,OK,100,128496.4321064151,0,,1,1,12,15,3,0,1,-2497.9761080464523,-0.01944004255291492,125442.98340143266,1.0104604252686988,117720.39990703536,0.9912813829028524,,,1.0023930888266641,0.998935004287188,0.010309341777180448,0.008979617284216035,0.02815865965006248,
2026-01-01 12:30:00,SOLAR_01,solar,ZONE_A,156181.01782710437,120704.0250331871,121424.43639486018,1.0059684120846426,774.7230064562656,25.60539224565864,37.38032797264379,1200,163540.77398590487,400,283269.2390056089,0.99,0.0,0.0,NONE,OK,100,120704.0250331871,0,,1,1,12,30,3,0,1,-720.4113616730756,-0.00596841208464259,130994.40821446155,1.0194400425529149,135617.7868316873,1.0161021162671826,,,1.0094327537391798,0.9997450060602261,0.011127861724138035,-0.013471630468272267,-0.010133704182540004,
2026-01-01 12:45:00,SOLAR_01,solar,ZONE_A,156181.01782710437,113217.62190798446,111287.4723323976,0.982951862589416,722.4097035979318,24.13376184118352,35.00957896910284,1200,151053.0156655461,400,261639.1726308535,0.99,0.0,0.0,NONE,OK,100,113217.62190798446,0,,1,1,12,45,3,0,1,1930.1495755868527,0.017048137410583895,121424.43639486018,1.0059684120846426,135048.63182807583,0.9917284308679226,,,1.0068993276935447,0.9999936898970861,0.011200263125215808,-0.02301654949522658,-0.008776568278506591,
2026-01-01 13:00:00,SOLAR_01,solar,ZONE_A,156181.01782710437,111454.1956196972,111989.7669019242,1.0048053039120617,709.2974192875868,23.475785130833422,34.28277049309474,1200,150097.018920296,400,259983.2891229145,0.99,0.0,0.0,NONE,OK,100,111454.1956196972,0,,1,1,13,0,3,0,1,-535.5712822269998,-0.00480530391206151,111287.4723323976,0.982951862589416,125442.98340143266,1.0104604252686988,,,1.004705185623918,0.9992833508383119,0.011728021894791966,0.02185344132264566,-0.005655121356637149,
2026-01-01 13:15:00,SOLAR_01,solar,ZONE_A,156181.01782710437,113420.49631372534,115284.79892228908,1.0164370873797537,729.0053465703863,25.958003225157267,36.91945045967169,1200,152242.32270158915,400,263699.17327065096,0.99,0.0,0.0,NONE,OK,100,113420.49631372534,0,,1,1,13,15,3,0,1,-1864.3026085637393,-0.01643708737975373,111989.7669019242,1.0048053039120617,130994.40821446155,1.0194400425529149,,,1.0032914052847588,0.9994835718346478,0.011781683833630192,0.011631783467692003,-0.0030029551731611814,
2026-01-01 13:30:00,SOLAR_01,solar,ZONE_A,156181.01782710437,123734.94247364964,123145.4239535358,0.9952356342652408,797.6178486404427,26.681396707548338,38.699543402514514,1200,166918.70409675245,400,289120.157211465,0.99,0.0,0.0,NONE,OK,100,123734.94247364964,0,,1,1,13,30,3,0,1,589.5185201138374,0.0047643657347590405,115284.79892228908,1.0164370873797537,121424.43639486018,1.0059684120846426,,,1.0025406664914684,0.999985843252171,0.012247364466329052,-0.021201453114512936,-0.01073277781940185,
2026-01-01 13:45:00,SOLAR_01,solar,ZONE_A,156181.01782710437,117505.3566963188,119148.77435069824,1.0139858956270964,756.4419209853663,26.34692394589584,37.467874486859394,1200,154457.64640227158,400,267536.33903395775,0.99,0.0,0.0,NONE,OK,100,117505.3566963188,0,,1,1,13,45,3,0,1,-1643.417654379431,-0.013985895627096257,123145.4239535358,0.9952356342652408,111287.4723323976,0.982951862589416,,,0.999857472036618,0.9995668182955667,0.0122299441526725,0.018750261361855647,0.031034033037680375,
2026-01-01 14:00:00,SOLAR_01,solar,ZONE_A,156181.01782710437,119864.00988833634,121552.56536180316,1.0140872600127415,760.3265658943949,22.65169197247692,33.80009002566101,1200,154838.86184977903,400,268196.642926869,0.99,0.0,0.0,NONE,OK,100,119864.00988833634,0,,1,1,14,0,3,0,1,-1688.5554734668258,-0.014087260012741612,119148.77435069824,1.0139858956270964,111989.7669019242,1.0048053039120617,,,1.007615980296038,0.9998313343831916,0.012478224102696842,0.00010136438564511963,0.009281956100679833,
2026-01-01 14:15:00,SOLAR_01,solar,ZONE_A,156181.01782710437,114396.81891294116,113903.74137456049,0.9956897618039892,728.2071471866451,23.538923309810297,34.498960859881606,1200,152222.74375099043,400,263665.260538667,0.99,0.0,0.0,NONE,OK,100,114396.81891294116,0,,1,1,14,15,3,0,1,493.07753838067583,0.004310238196010679,121552.56536180316,1.0140872600127415,115284.79892228908,1.0164370873797537,,,1.009936469321208,0.9997562772871337,0.012382489780195367,-0.01839749820875236,-0.02074732557576453,
2026-01-01 14:30:00,SOLAR_01,solar,ZONE_A,156181.01782710437,114929.57913514038,117136.37680908908,1.019201303011419,734.7846269859399,24.629293564263303,36.3708817968761,1200,163077.6143418444,400,282466.9994373749,0.99,0.0,0.0,NONE,OK,100,114929.57913514038,0,,1,1,14,30,3,0,1,-2206.797673948706,-0.019201303011419146,113903.74137456049,0.9956897618039892,123145.4239535358,0.9952356342652408,,,1.004749637927267,1.0002408981241897,0.011961878467039045,0.02351154120742993,0.023965668746178337,
2026-01-01 14:45:00,SOLAR_01,solar,ZONE_A,156181.01782710437,110052.77135871972,110790.37909819328,1.0067023095408412,706.6565515486906,25.710289291639604,36.45765146445187,1200,149268.91906683706,400,258548.9360280088,0.99,0.0,0.0,NONE,OK,100,110052.77135871972,0,,1,1,14,45,3,0,1,-737.6077394735621,-0.006702309540841198,117136.37680908908,1.019201303011419,119148.77435069824,1.0139858956270964,,,1.0107410551138116,1.0009271047441066,0.0125680389675219,-0.012498993470577924,-0.007283586086255234,
2026-01-01 15:00:00,SOLAR_01,solar,ZONE_A,156181.01782710437,105060.24582094314,106318.49102537236,1.0119764159563618,666.2259850277036,22.57718543024216,32.31694397810015,1200,135274.42427580542,400,234309.04897656827,0.99,0.0,0.0,NONE,OK,100,105060.24582094314,0,,1,1,15,0,3,0,1,-1258.2452044292295,-0.011976415956361734,110790.37909819328,1.0067023095408412,121552.56536180316,1.0140872600127415,,,1.0089201585922476,1.0015717470375733,0.012445257258113164,0.0052741064155206185,-0.002110844056379735,
2026-01-01 15:15:00,SOLAR_01,solar,ZONE_A,156181.01782710437,97115.77493443651,96970.2361314018,0.998501388645326,616.6979039026526,22.92541112217271,32.346860093093426,1200,130853.45792945438,400,226651.4860209949,0.99,0.0,0.0,NONE,OK,100,97115.77493443651,0,,1,1,15,15,3,0,1,145.53880303470942,0.0014986113546739818,106318.49102537236,1.0119764159563618,113903.74137456049,0.9956897618039892,,,1.0083924475781527,1.002262268154752,0.0125474977484425,-0.013475027311035781,0.002811626841336845,
